catchment_year,msoa,trust_code,patients_from_msoa_to_trust,total_patients_of_msoa
2015,E02000007,RP6,64,3901
2015,E02000007,RDD,20,3901
2015,E02000007,RDE,9,3901
2015,E02000007,R1K,9,3901
2015,E02000007,RT3,8,3901
2015,E02000008,RF4,3991,5159
2015,E02000008,R1H,563,5159
2015,E02000008,RJ2,10,5159
2015,E02000008,RT3,12,5159
2015,E02000008,RJ1,38,5159
2015,E02000008,RRV,53,5159
2015,E02000008,RAL,22,5159
2015,E02000008,RYJ,24,5159
2015,E02000008,RP4,52,5159
2015,E02000008,RQX,49,5159
2015,E02000008,RQ8,92,5159
2015,E02000008,RP6,106,5159
2015,E02000008,RDD,21,5159
2015,E02000008,RJZ,20,5159
2015,E02000008,RAN,17,5159
2015,E02000008,RDE,8,5159
2015,E02000008,RAJ,8,5159
2015,E02000009,RF4,3192,4356
2015,E02000009,R1H,610,4356
2015,E02000009,RQM,10,4356
2015,E02000009,RKE,11,4356
2015,E02000009,RYJ,12,4356
2015,E02000009,RDD,14,4356
2015,E02000009,RJ1,52,4356
2015,E02000009,RRV,48,4356
2015,E02000009,RP4,41,4356
2015,E02000009,RQX,70,4356
2015,E02000009,RQ8,71,4356
2015,E02000009,RP6,77,4356
2015,E02000009,RJZ,21,4356
2015,E02000009,RAL,17,4356
2015,E02000009,RAN,14,4356
2015,E02000009,RAP,12,4356
2015,E02000009,R1K,8,4356
2015,E02000009,RT3,8,4356
2015,E02000010,RF4,2882,3720
2015,E02000010,R1H,388,3720
2015,E02000010,RT3,11,3720
2015,E02000010,RYJ,12,3720
2015,E02000010,RDD,14,3720
2015,E02000010,RJZ,16,3720
2015,E02000010,RJ1,42,3720
2015,E02000010,RRV,34,3720
2015,E02000010,RQX,37,3720
2015,E02000010,RP4,35,3720
2015,E02000010,RQ8,43,3720
2015,E02000010,RP6,70,3720
2015,E02000010,RAL,19,3720
2015,E02000010,RAN,16,3720
2015,E02000010,RQM,12,3720
2015,E02000010,RQW,9,3720
2015,E02000010,RDE,8,3720
2015,E02000011,RF4,2111,2776
2015,E02000011,R1H,322,2776
2015,E02000011,RDD,12,2776
2015,E02000011,RAL,13,2776
2015,E02000011,RJ1,29,2776
2015,E02000011,RRV,34,2776
2015,E02000011,RQX,27,2776
2015,E02000011,RQ8,47,2776
2015,E02000011,RP6,64,2776
2015,E02000011,RP4,18,2776
2015,E02000011,RAN,13,2776
2015,E02000011,RYJ,13,2776
2015,E02000011,RT3,8,2776
2015,E02000012,RF4,2234,4104
2015,E02000012,R1H,1291,4104
2015,E02000012,RDD,14,4104
2015,E02000012,RJ1,59,4104
2015,E02000012,RRV,60,4104
2015,E02000012,RAL,25,4104
2015,E02000012,RP4,31,4104
2015,E02000012,RQ8,54,4104
2015,E02000012,RQX,56,4104
2015,E02000012,RP6,117,4104
2015,E02000012,RJZ,21,4104
2015,E02000012,RYJ,20,4104
2015,E02000012,RQM,19,4104
2015,E02000012,RAN,17,4104
2015,E02000012,RJ2,9,4104
2015,E02000012,R1K,8,4104
2015,E02000013,RF4,2613,3545
2015,E02000013,R1H,447,3545
2015,E02000013,RQM,11,3545
2015,E02000013,RAL,12,3545
2015,E02000013,RAN,14,3545
2015,E02000013,RJ1,45,3545
2015,E02000013,RRV,42,3545
2015,E02000013,RP4,36,3545
2015,E02000013,RQ8,60,3545
2015,E02000013,RP6,84,3545
2015,E02000013,RJZ,19,3545
2015,E02000013,RYJ,17,3545
2015,E02000013,RQX,45,3545
2015,E02000013,RDD,17,3545
2015,E02000013,RT3,8,3545
2015,E02000014,RF4,3001,3971
2015,E02000014,R1H,450,3971
2015,E02000014,RJZ,10,3971
2015,E02000014,RJ2,11,3971
2015,E02000014,RYJ,15,3971
2015,E02000014,RAN,16,3971
2015,E02000014,RJ1,50,3971
2015,E02000014,RRV,35,3971
2015,E02000014,RQX,67,3971
2015,E02000014,RQ8,73,3971
2015,E02000014,RP6,90,3971
2015,E02000014,RAL,17,3971
2015,E02000014,RP4,35,3971
2015,E02000014,RDD,15,3971
2015,E02000014,RAP,9,3971
2015,E02000014,RT3,8,3971
2015,E02000015,RF4,2533,3283
2015,E02000015,R1H,384,3283
2015,E02000015,RDD,11,3283
2015,E02000015,RJ1,24,3283
2015,E02000015,RRV,32,3283
2015,E02000015,RP4,22,3283
2015,E02000015,RQX,39,3283
2015,E02000015,RQ8,62,3283
2015,E02000015,RP6,37,3283
2015,E02000015,RJZ,18,3283
2015,E02000015,RAL,17,3283
2015,E02000015,RYJ,9,3283
2015,E02000015,RAN,8,3283
2015,E02000016,R1H,1594,3574
2015,E02000016,RF4,1478,3574
2015,E02000016,RQM,10,3574
2015,E02000016,RJ2,11,3574
2015,E02000016,RJ1,52,3574
2015,E02000016,RRV,38,3574
2015,E02000016,RJZ,22,3574
2015,E02000016,RYJ,28,3574
2015,E02000016,RP4,48,3574
2015,E02000016,RQX,106,3574
2015,E02000016,RP6,50,3574
2015,E02000016,RQ8,28,3574
2015,E02000016,RDD,10,3574
2015,E02000016,RAP,10,3574
2015,E02000016,RKE,10,3574
2015,E02000016,RJ7,9,3574
2015,E02000016,RAN,9,3574
2015,E02000017,RF4,1882,3761
2015,E02000017,R1H,1388,3761
2015,E02000017,RJZ,15,3761
2015,E02000017,RYJ,16,3761
2015,E02000017,RJ1,50,3761
2015,E02000017,RRV,41,3761
2015,E02000017,RP4,24,3761
2015,E02000017,RQ8,36,3761
2015,E02000017,RQX,72,3761
2015,E02000017,RP6,103,3761
2015,E02000017,RAL,20,3761
2015,E02000017,RJ2,19,3761
2015,E02000017,RQM,8,3761
2015,E02000017,RAN,8,3761
2015,E02000017,R1K,8,3761
2015,E02000018,R1H,742,3706
2015,E02000018,RF4,2518,3706
2015,E02000018,RAL,13,3706
2015,E02000018,RYJ,15,3706
2015,E02000018,RJ1,41,3706
2015,E02000018,RRV,34,3706
2015,E02000018,RP4,32,3706
2015,E02000018,RQX,54,3706
2015,E02000018,RQ8,59,3706
2015,E02000018,RP6,81,3706
2015,E02000018,RJZ,19,3706
2015,E02000018,RAN,18,3706
2015,E02000018,RDE,9,3706
2015,E02000018,RJ2,9,3706
2015,E02000019,RF4,2547,3563
2015,E02000019,R1H,535,3563
2015,E02000019,RAP,12,3563
2015,E02000019,RJ1,46,3563
2015,E02000019,RRV,41,3563
2015,E02000019,RP4,31,3563
2015,E02000019,RQX,49,3563
2015,E02000019,RQ8,61,3563
2015,E02000019,RP6,80,3563
2015,E02000019,RDD,21,3563
2015,E02000019,RJZ,17,3563
2015,E02000019,RAL,17,3563
2015,E02000019,RAN,8,3563
2015,E02000019,RJ2,8,3563
2015,E02000019,RT3,8,3563
2015,E02000020,RF4,2332,4578
2015,E02000020,R1H,1670,4578
2015,E02000020,RAN,10,4578
2015,E02000020,RKE,11,4578
2015,E02000020,RJZ,12,4578
2015,E02000020,RJ1,58,4578
2015,E02000020,RRV,52,4578
2015,E02000020,RQ8,50,4578
2015,E02000020,RQX,88,4578
2015,E02000020,RP6,99,4578
2015,E02000020,RAL,18,4578
2015,E02000020,RQM,17,4578
2015,E02000020,RP4,50,4578
2015,E02000020,RYJ,18,4578
2015,E02000020,RAP,9,4578
2015,E02000020,RDD,9,4578
2015,E02000020,RDE,8,4578
2015,E02000021,RF4,2621,3405
2015,E02000021,R1H,387,3405
2015,E02000021,RAP,10,3405
2015,E02000021,RDD,11,3405
2015,E02000021,RAN,12,3405
2015,E02000021,RAL,15,3405
2015,E02000021,RJ1,25,3405
2015,E02000021,RRV,35,3405
2015,E02000021,RP4,29,3405
2015,E02000021,RQX,36,3405
2015,E02000021,RQ8,44,3405
2015,E02000021,RP6,76,3405
2015,E02000021,RJZ,18,3405
2015,E02000021,RYJ,15,3405
2015,E02000021,R1K,8,3405
2015,E02000021,RJ2,8,3405
2015,E02000022,RF4,1652,3540
2015,E02000022,R1H,1467,3540
2015,E02000022,RQM,10,3540
2015,E02000022,RYJ,11,3540
2015,E02000022,RAL,13,3540
2015,E02000022,RJZ,14,3540
2015,E02000022,RJ2,15,3540
2015,E02000022,RJ1,33,3540
2015,E02000022,RRV,38,3540
2015,E02000022,RQ8,32,3540
2015,E02000022,RP4,34,3540
2015,E02000022,RQX,83,3540
2015,E02000022,RP6,58,3540
2015,E02000022,RAN,11,3540
2015,E02000022,RDD,11,3540
2015,E02000022,RJ7,10,3540
2015,E02000023,RF4,1482,2811
2015,E02000023,R1H,960,2811
2015,E02000023,RQM,10,2811
2015,E02000023,RYJ,11,2811
2015,E02000023,RJZ,13,2811
2015,E02000023,RJ1,33,2811
2015,E02000023,RRV,36,2811
2015,E02000023,RP4,28,2811
2015,E02000023,RQX,53,2811
2015,E02000023,RP6,58,2811
2015,E02000023,RQ8,33,2811
2015,E02000023,RAP,13,2811
2015,E02000023,RAN,11,2811
2015,E02000023,RAL,9,2811
2015,E02000023,RDD,9,2811
2015,E02000023,RJ2,9,2811
2015,E02000024,RAL,3636,4561
2015,E02000024,RRV,302,4561
2015,E02000024,RJ1,37,4561
2015,E02000024,RAP,23,4561
2015,E02000024,RWG,24,4561
2015,E02000024,RP4,35,4561
2015,E02000024,RAN,48,4561
2015,E02000024,RYJ,59,4561
2015,E02000024,R1K,56,4561
2015,E02000024,R1H,46,4561
2015,E02000024,RP6,91,4561
2015,E02000024,RWH,21,4561
2015,E02000024,RT3,18,4561
2015,E02000024,RQM,17,4561
2015,E02000024,RKE,59,4561
2015,E02000025,RAL,2901,3640
2015,E02000025,RRV,263,3640
2015,E02000025,RQM,11,3640
2015,E02000025,RWH,12,3640
2015,E02000025,RJ1,29,3640
2015,E02000025,RYJ,30,3640
2015,E02000025,R1K,39,3640
2015,E02000025,RAN,45,3640
2015,E02000025,RAP,54,3640
2015,E02000025,RKE,58,3640
2015,E02000025,R1H,37,3640
2015,E02000025,RP6,54,3640
2015,E02000025,RP4,30,3640
2015,E02000025,RT3,12,3640
2015,E02000025,RJZ,9,3640
2015,E02000026,RAL,2123,2730
2015,E02000026,RRV,210,2730
2015,E02000026,RT3,13,2730
2015,E02000026,RJ1,27,2730
2015,E02000026,RAN,24,2730
2015,E02000026,RP4,32,2730
2015,E02000026,RKE,46,2730
2015,E02000026,RAP,74,2730
2015,E02000026,R1H,42,2730
2015,E02000026,RP6,34,2730
2015,E02000026,RYJ,19,2730
2015,E02000026,R1K,17,2730
2015,E02000026,RWH,8,2730
2015,E02000027,RAL,3836,4678
2015,E02000027,RRV,284,4678
2015,E02000027,RJ1,34,4678
2015,E02000027,RWH,23,4678
2015,E02000027,RP4,37,4678
2015,E02000027,RAP,43,4678
2015,E02000027,RAN,56,4678
2015,E02000027,R1K,58,4678
2015,E02000027,RKE,68,4678
2015,E02000027,R1H,46,4678
2015,E02000027,RP6,54,4678
2015,E02000027,RWG,17,4678
2015,E02000027,RYJ,46,4678
2015,E02000027,RQM,8,4678
2015,E02000027,RT3,8,4678
2015,E02000028,RAL,2106,2729
2015,E02000028,RRV,240,2729
2015,E02000028,RQM,16,2729
2015,E02000028,RJ1,32,2729
2015,E02000028,R1K,24,2729
2015,E02000028,R1H,30,2729
2015,E02000028,RAP,31,2729
2015,E02000028,RAN,36,2729
2015,E02000028,RKE,59,2729
2015,E02000028,RP6,42,2729
2015,E02000028,RP4,21,2729
2015,E02000028,RYJ,30,2729
2015,E02000028,RWG,9,2729
2015,E02000028,RT3,8,2729
2015,E02000029,RAL,3057,3809
2015,E02000029,RRV,276,3809
2015,E02000029,RQM,10,3809
2015,E02000029,RT3,11,3809
2015,E02000029,RJ1,28,3809
2015,E02000029,RAN,39,3809
2015,E02000029,RYJ,38,3809
2015,E02000029,RAP,46,3809
2015,E02000029,RP4,53,3809
2015,E02000029,RKE,69,3809
2015,E02000029,R1H,35,3809
2015,E02000029,RP6,51,3809
2015,E02000029,R1K,21,3809
2015,E02000029,RWH,9,3809
2015,E02000030,RAL,3045,3940
2015,E02000030,RRV,275,3940
2015,E02000030,RPY,11,3940
2015,E02000030,RQM,16,3940
2015,E02000030,RJ1,42,3940
2015,E02000030,RAP,25,3940
2015,E02000030,RP4,30,3940
2015,E02000030,RWG,32,3940
2015,E02000030,RKE,43,3940
2015,E02000030,RAN,59,3940
2015,E02000030,RYJ,68,3940
2015,E02000030,R1K,70,3940
2015,E02000030,R1H,37,3940
2015,E02000030,RT3,36,3940
2015,E02000030,RP6,56,3940
2015,E02000030,RWH,21,3940
2015,E02000030,RJZ,9,3940
2015,E02000031,RAL,2525,3306
2015,E02000031,RRV,310,3306
2015,E02000031,RJZ,10,3306
2015,E02000031,RT3,16,3306
2015,E02000031,RJ1,22,3306
2015,E02000031,R1K,27,3306
2015,E02000031,RAP,26,3306
2015,E02000031,R1H,28,3306
2015,E02000031,RP4,33,3306
2015,E02000031,RAN,46,3306
2015,E02000031,RYJ,55,3306
2015,E02000031,RKE,94,3306
2015,E02000031,RP6,35,3306
2015,E02000031,RQM,17,3306
2015,E02000031,RWG,9,3306
2015,E02000031,RWH,9,3306
2015,E02000032,RAL,2319,3382
2015,E02000032,RAP,245,3382
2015,E02000032,RRV,326,3382
2015,E02000032,RWH,10,3382
2015,E02000032,RQM,14,3382
2015,E02000032,RT3,15,3382
2015,E02000032,RJ1,23,3382
2015,E02000032,RP4,33,3382
2015,E02000032,RYJ,35,3382
2015,E02000032,RKE,92,3382
2015,E02000032,R1H,73,3382
2015,E02000032,RP6,67,3382
2015,E02000032,RAN,35,3382
2015,E02000032,R1K,23,3382
2015,E02000032,RQX,14,3382
2015,E02000032,RJZ,8,3382
2015,E02000033,RAL,3019,4026
2015,E02000033,RRV,322,4026
2015,E02000033,RT3,15,4026
2015,E02000033,RJ1,32,4026
2015,E02000033,R1K,24,4026
2015,E02000033,RP4,36,4026
2015,E02000033,RYJ,40,4026
2015,E02000033,RAP,173,4026
2015,E02000033,RKE,119,4026
2015,E02000033,R1H,51,4026
2015,E02000033,RP6,52,4026
2015,E02000033,RQM,19,4026
2015,E02000033,RAN,36,4026
2015,E02000034,RAL,2881,3787
2015,E02000034,RRV,316,3787
2015,E02000034,RQM,10,3787
2015,E02000034,RT3,13,3787
2015,E02000034,RJ1,34,3787
2015,E02000034,R1K,24,3787
2015,E02000034,RP4,32,3787
2015,E02000034,RYJ,40,3787
2015,E02000034,RAN,44,3787
2015,E02000034,RAP,65,3787
2015,E02000034,RKE,152,3787
2015,E02000034,R1H,42,3787
2015,E02000034,RP6,60,3787
2015,E02000034,RPY,9,3787
2015,E02000034,RJZ,8,3787
2015,E02000035,RAL,2705,3630
2015,E02000035,RRV,365,3630
2015,E02000035,RWH,10,3630
2015,E02000035,RT3,14,3630
2015,E02000035,RJ1,26,3630
2015,E02000035,RP4,31,3630
2015,E02000035,RAP,34,3630
2015,E02000035,RAN,42,3630
2015,E02000035,R1K,48,3630
2015,E02000035,RYJ,63,3630
2015,E02000035,RKE,119,3630
2015,E02000035,R1H,52,3630
2015,E02000035,RP6,44,3630
2015,E02000035,RWG,10,3630
2015,E02000035,RQM,8,3630
2015,E02000036,RAL,3747,5088
2015,E02000036,R1K,313,5088
2015,E02000036,RRV,389,5088
2015,E02000036,RAS,12,5088
2015,E02000036,RJ1,44,5088
2015,E02000036,RKE,41,5088
2015,E02000036,RP4,63,5088
2015,E02000036,RYJ,72,5088
2015,E02000036,RWG,77,5088
2015,E02000036,RAN,93,5088
2015,E02000036,R1H,40,5088
2015,E02000036,RT3,32,5088
2015,E02000036,RP6,45,5088
2015,E02000036,RQM,20,5088
2015,E02000036,RWH,17,5088
2015,E02000036,RAP,9,5088
2015,E02000036,RQX,8,5088
2015,E02000037,RAL,2687,4000
2015,E02000037,R1K,419,4000
2015,E02000037,RRV,261,4000
2015,E02000037,RAS,10,4000
2015,E02000037,RWH,11,4000
2015,E02000037,RJ1,38,4000
2015,E02000037,RKE,22,4000
2015,E02000037,RP4,55,4000
2015,E02000037,RAN,113,4000
2015,E02000037,RWG,97,4000
2015,E02000037,RYJ,82,4000
2015,E02000037,R1H,39,4000
2015,E02000037,RT3,31,4000
2015,E02000037,RP6,48,4000
2015,E02000037,RQM,18,4000
2015,E02000038,RAL,3236,4549
2015,E02000038,RKE,306,4549
2015,E02000038,RRV,440,4549
2015,E02000038,RJZ,13,4549
2015,E02000038,RT3,14,4549
2015,E02000038,RJ1,37,4549
2015,E02000038,RQM,23,4549
2015,E02000038,RAN,31,4549
2015,E02000038,R1K,41,4549
2015,E02000038,RP4,40,4549
2015,E02000038,RYJ,57,4549
2015,E02000038,RAP,131,4549
2015,E02000038,R1H,48,4549
2015,E02000038,RP6,55,4549
2015,E02000038,RWH,9,4549
2015,E02000039,RAL,1864,2637
2015,E02000039,RRV,269,2637
2015,E02000039,RAP,11,2637
2015,E02000039,RJ1,25,2637
2015,E02000039,RP4,27,2637
2015,E02000039,R1H,30,2637
2015,E02000039,RKE,37,2637
2015,E02000039,RWG,39,2637
2015,E02000039,RAN,68,2637
2015,E02000039,RYJ,65,2637
2015,E02000039,R1K,100,2637
2015,E02000039,RP6,29,2637
2015,E02000039,RT3,18,2637
2015,E02000039,RQM,8,2637
2015,E02000040,RAL,2257,3024
2015,E02000040,RRV,265,3024
2015,E02000040,RJ1,37,3024
2015,E02000040,R1H,24,3024
2015,E02000040,RWG,29,3024
2015,E02000040,RP4,34,3024
2015,E02000040,RAN,52,3024
2015,E02000040,RKE,55,3024
2015,E02000040,RYJ,61,3024
2015,E02000040,R1K,69,3024
2015,E02000040,RP6,26,3024
2015,E02000040,RAP,18,3024
2015,E02000040,RT3,17,3024
2015,E02000040,RQM,9,3024
2015,E02000040,RPY,8,3024
2015,E02000041,RAL,3016,4239
2015,E02000041,R1K,465,4239
2015,E02000041,RRV,264,4239
2015,E02000041,RWH,10,4239
2015,E02000041,RJ1,23,4239
2015,E02000041,RKE,27,4239
2015,E02000041,RP4,36,4239
2015,E02000041,RWG,41,4239
2015,E02000041,RYJ,67,4239
2015,E02000041,RAN,80,4239
2015,E02000041,R1H,31,4239
2015,E02000041,RT3,35,4239
2015,E02000041,RP6,44,4239
2015,E02000041,RQM,31,4239
2015,E02000041,RAS,10,4239
2015,E02000041,RAP,10,4239
2015,E02000042,RAL,3648,4979
2015,E02000042,RKE,265,4979
2015,E02000042,RRV,524,4979
2015,E02000042,RWH,10,4979
2015,E02000042,RJ1,42,4979
2015,E02000042,RAP,38,4979
2015,E02000042,RAN,45,4979
2015,E02000042,R1K,66,4979
2015,E02000042,RYJ,79,4979
2015,E02000042,R1H,51,4979
2015,E02000042,RP6,56,4979
2015,E02000042,RQM,17,4979
2015,E02000042,RP4,38,4979
2015,E02000042,RT3,17,4979
2015,E02000043,RAL,1906,2789
2015,E02000043,RKE,169,2789
2015,E02000043,RRV,349,2789
2015,E02000043,RAP,10,2789
2015,E02000043,RQM,16,2789
2015,E02000043,RJ1,36,2789
2015,E02000043,R1H,24,2789
2015,E02000043,RAN,29,2789
2015,E02000043,RP4,35,2789
2015,E02000043,RYJ,41,2789
2015,E02000043,R1K,55,2789
2015,E02000043,RP6,45,2789
2015,E02000043,RT3,10,2789
2015,E02000043,RWG,8,2789
2015,E02000044,RAL,2906,3916
2015,E02000044,R1K,331,3916
2015,E02000044,RRV,232,3916
2015,E02000044,RQM,15,3916
2015,E02000044,RJ1,25,3916
2015,E02000044,R1H,32,3916
2015,E02000044,RKE,31,3916
2015,E02000044,RWG,34,3916
2015,E02000044,RP4,43,3916
2015,E02000044,RYJ,68,3916
2015,E02000044,RT3,17,3916
2015,E02000044,RP6,25,3916
2015,E02000044,RAN,68,3916
2015,E02000044,RWH,15,3916
2015,E02000044,RJZ,9,3916
2015,E02000044,RAP,8,3916
2015,E02000044,RAS,8,3916
2015,E02000045,RAL,2038,4341
2015,E02000045,RKE,1308,4341
2015,E02000045,RRV,438,4341
2015,E02000045,RQX,10,4341
2015,E02000045,RJZ,12,4341
2015,E02000045,RJ1,62,4341
2015,E02000045,R1K,28,4341
2015,E02000045,RP4,42,4341
2015,E02000045,RAP,106,4341
2015,E02000045,R1H,53,4341
2015,E02000045,RP6,54,4341
2015,E02000045,RQM,18,4341
2015,E02000045,RAN,28,4341
2015,E02000045,RYJ,53,4341
2015,E02000045,RT3,9,4341
2015,E02000045,RWH,8,4341
2015,E02000046,RAL,1830,2746
2015,E02000046,RKE,249,2746
2015,E02000046,RRV,320,2746
2015,E02000046,RT3,11,2746
2015,E02000046,RQM,13,2746
2015,E02000046,RAP,16,2746
2015,E02000046,RJ1,34,2746
2015,E02000046,RAN,25,2746
2015,E02000046,R1K,26,2746
2015,E02000046,RYJ,54,2746
2015,E02000046,R1H,46,2746
2015,E02000046,RP6,41,2746
2015,E02000046,RP4,21,2746
2015,E02000047,RAL,3785,5457
2015,E02000047,R1K,740,5457
2015,E02000047,RRV,316,5457
2015,E02000047,RWH,10,5457
2015,E02000047,RJZ,14,5457
2015,E02000047,RJ1,35,5457
2015,E02000047,RQM,29,5457
2015,E02000047,RKE,44,5457
2015,E02000047,RP4,63,5457
2015,E02000047,RYJ,121,5457
2015,E02000047,R1H,34,5457
2015,E02000047,RT3,22,5457
2015,E02000047,RP6,31,5457
2015,E02000047,RAP,17,5457
2015,E02000047,RAN,63,5457
2015,E02000047,RWG,29,5457
2015,E02000047,RQX,14,5457
2015,E02000047,RAS,9,5457
2015,E02000048,RAL,2695,3852
2015,E02000048,RRV,433,3852
2015,E02000048,RAP,15,3852
2015,E02000048,RJ1,42,3852
2015,E02000048,RQM,23,3852
2015,E02000048,RWG,33,3852
2015,E02000048,RP4,40,3852
2015,E02000048,RAN,60,3852
2015,E02000048,RKE,119,3852
2015,E02000048,RYJ,92,3852
2015,E02000048,R1K,116,3852
2015,E02000048,R1H,45,3852
2015,E02000048,RP6,43,3852
2015,E02000048,RT3,20,3852
2015,E02000048,RJZ,9,3852
2015,E02000049,RAL,2952,3995
2015,E02000049,R1K,355,3995
2015,E02000049,RRV,247,3995
2015,E02000049,RJZ,10,3995
2015,E02000049,RAP,11,3995
2015,E02000049,RWG,12,3995
2015,E02000049,RJ1,33,3995
2015,E02000049,RQM,23,3995
2015,E02000049,R1H,29,3995
2015,E02000049,RKE,32,3995
2015,E02000049,RP4,49,3995
2015,E02000049,RYJ,104,3995
2015,E02000049,RP6,26,3995
2015,E02000049,RAN,29,3995
2015,E02000049,RT3,10,3995
2015,E02000050,RAL,2676,4422
2015,E02000050,RKE,765,4422
2015,E02000050,RRV,462,4422
2015,E02000050,RJZ,10,4422
2015,E02000050,RJ1,46,4422
2015,E02000050,RQM,23,4422
2015,E02000050,RAP,26,4422
2015,E02000050,R1K,37,4422
2015,E02000050,RAN,38,4422
2015,E02000050,RP4,49,4422
2015,E02000050,RYJ,54,4422
2015,E02000050,R1H,63,4422
2015,E02000050,RP6,71,4422
2015,E02000050,RT3,20,4422
2015,E02000050,RWG,9,4422
2015,E02000050,RWH,8,4422
2015,E02000051,RAL,2019,3046
2015,E02000051,RKE,185,3046
2015,E02000051,RRV,369,3046
2015,E02000051,RJ1,45,3046
2015,E02000051,RWG,22,3046
2015,E02000051,R1H,25,3046
2015,E02000051,RP4,33,3046
2015,E02000051,RAN,43,3046
2015,E02000051,R1K,50,3046
2015,E02000051,RYJ,77,3046
2015,E02000051,RT3,24,3046
2015,E02000051,RP6,53,3046
2015,E02000051,RQM,19,3046
2015,E02000051,RAP,18,3046
2015,E02000052,RAL,1573,3794
2015,E02000052,RKE,1286,3794
2015,E02000052,RRV,494,3794
2015,E02000052,RJZ,12,3794
2015,E02000052,RT3,15,3794
2015,E02000052,RJ1,51,3794
2015,E02000052,RAN,25,3794
2015,E02000052,R1K,36,3794
2015,E02000052,RYJ,44,3794
2015,E02000052,R1H,47,3794
2015,E02000052,RP6,54,3794
2015,E02000052,RQM,17,3794
2015,E02000052,RP4,44,3794
2015,E02000052,RAP,17,3794
2015,E02000052,RQX,12,3794
2015,E02000053,RAL,2899,4490
2015,E02000053,R1K,674,4490
2015,E02000053,RRV,277,4490
2015,E02000053,RWH,10,4490
2015,E02000053,RJZ,13,4490
2015,E02000053,RWG,14,4490
2015,E02000053,RJ1,47,4490
2015,E02000053,R1H,30,4490
2015,E02000053,RP4,45,4490
2015,E02000053,RKE,63,4490
2015,E02000053,RQM,59,4490
2015,E02000053,RYJ,147,4490
2015,E02000053,RT3,24,4490
2015,E02000053,RP6,40,4490
2015,E02000053,RAP,18,4490
2015,E02000053,RAN,47,4490
2015,E02000053,RQX,8,4490
2015,E02000054,RAL,1993,2771
2015,E02000054,RRV,258,2771
2015,E02000054,RJZ,10,2771
2015,E02000054,RT3,12,2771
2015,E02000054,RQM,15,2771
2015,E02000054,RJ1,44,2771
2015,E02000054,R1H,23,2771
2015,E02000054,RAN,33,2771
2015,E02000054,RP4,41,2771
2015,E02000054,RKE,47,2771
2015,E02000054,RYJ,85,2771
2015,E02000054,R1K,111,2771
2015,E02000054,RP6,20,2771
