catchment_year,msoa,trust_code,patients_from_msoa,total_patients_of_msoa
2014,E02003611,RYJ,8,3247
2014,E02003612,RWH,2781,3774
2014,E02003612,RC1,419,3774
2014,E02003612,RP6,11,3774
2014,E02003612,RGN,15,3774
2014,E02003612,RRV,36,3774
2014,E02003612,RAN,22,3774
2014,E02003612,RAL,28,3774
2014,E02003612,RGM,41,3774
2014,E02003612,RC9,52,3774
2014,E02003612,RGT,158,3774
2014,E02003612,RT3,45,3774
2014,E02003612,RYJ,17,3774
2014,E02003612,RP4,28,3774
2014,E02003612,RWG,17,3774
2014,E02003612,RQM,9,3774
2014,E02003612,RJ1,8,3774
2014,E02003613,RC1,1507,2326
2014,E02003613,RC9,395,2326
2014,E02003613,RXQ,12,2326
2014,E02003613,RAL,13,2326
2014,E02003613,RAN,15,2326
2014,E02003613,RRV,16,2326
2014,E02003613,RWH,43,2326
2014,E02003613,RD8,69,2326
2014,E02003613,RGT,101,2326
2014,E02003613,RGM,48,2326
2014,E02003613,RP4,13,2326
2014,E02003613,RT3,9,2326
2014,E02003613,RGN,9,2326
2014,E02003614,RC1,1754,2708
2014,E02003614,RC9,459,2708
2014,E02003614,RGN,10,2708
2014,E02003614,RAL,12,2708
2014,E02003614,RTH,15,2708
2014,E02003614,RAN,16,2708
2014,E02003614,RRV,24,2708
2014,E02003614,RWH,44,2708
2014,E02003614,RD8,91,2708
2014,E02003614,RGT,110,2708
2014,E02003614,RGM,53,2708
2014,E02003614,RXQ,15,2708
2014,E02003614,RYJ,15,2708
2014,E02003614,RP4,12,2708
2014,E02003614,RT3,12,2708
2014,E02003614,RP6,8,2708
2014,E02003615,RC1,1411,3317
2014,E02003615,RC9,1321,3317
2014,E02003615,R1K,10,3317
2014,E02003615,RYJ,11,3317
2014,E02003615,RJ1,12,3317
2014,E02003615,RRV,28,3317
2014,E02003615,RWG,23,3317
2014,E02003615,RAL,24,3317
2014,E02003615,RD8,53,3317
2014,E02003615,RWH,94,3317
2014,E02003615,RGT,91,3317
2014,E02003615,RGM,51,3317
2014,E02003615,RT3,40,3317
2014,E02003615,RP4,21,3317
2014,E02003615,RAN,19,3317
2014,E02003615,RTH,17,3317
2014,E02003616,RC1,1168,2045
2014,E02003616,RGT,189,2045
2014,E02003616,RGN,393,2045
2014,E02003616,RTH,12,2045
2014,E02003616,RRV,14,2045
2014,E02003616,RD8,23,2045
2014,E02003616,RNQ,37,2045
2014,E02003616,RGM,84,2045
2014,E02003616,RNS,18,2045
2014,E02003616,RWH,17,2045
2014,E02003616,RC9,17,2045
2014,E02003617,RC1,2287,3335
2014,E02003617,RGT,173,3335
2014,E02003617,RNQ,296,3335
2014,E02003617,RP4,11,3335
2014,E02003617,RAN,14,3335
2014,E02003617,RGN,16,3335
2014,E02003617,RRV,24,3335
2014,E02003617,RWH,31,3335
2014,E02003617,RC9,47,3335
2014,E02003617,RD8,67,3335
2014,E02003617,RNS,125,3335
2014,E02003617,RGM,97,3335
2014,E02003617,RTH,19,3335
2014,E02003617,RWE,17,3335
2014,E02003617,RP6,11,3335
2014,E02003617,RYJ,8,3335
2014,E02003618,RC1,2776,3445
2014,E02003618,RGT,200,3445
2014,E02003618,RP6,10,3445
2014,E02003618,RNS,13,3445
2014,E02003618,RTH,14,3445
2014,E02003618,RAN,15,3445
2014,E02003618,RP4,16,3445
2014,E02003618,RD8,37,3445
2014,E02003618,RGN,46,3445
2014,E02003618,RC9,57,3445
2014,E02003618,RGM,108,3445
2014,E02003618,RWH,46,3445
2014,E02003618,RRV,14,3445
2014,E02003618,RXQ,8,3445
2014,E02003618,RJ1,8,3445
2014,E02003619,RC1,3042,4275
2014,E02003619,RGT,297,4275
2014,E02003619,RGN,416,4275
2014,E02003619,RTH,10,4275
2014,E02003619,RAN,12,4275
2014,E02003619,RP6,13,4275
2014,E02003619,RP4,24,4275
2014,E02003619,RD8,43,4275
2014,E02003619,RC9,56,4275
2014,E02003619,RWH,83,4275
2014,E02003619,RGM,127,4275
2014,E02003619,RRV,17,4275
2014,E02003619,RNS,10,4275
2014,E02003619,RJ1,8,4275
2014,E02003619,R1K,8,4275
2014,E02003620,RC1,2758,3357
2014,E02003620,RGT,198,3357
2014,E02003620,RP6,10,3357
2014,E02003620,RJ1,11,3357
2014,E02003620,RNS,12,3357
2014,E02003620,RWH,31,3357
2014,E02003620,RC9,56,3357
2014,E02003620,RGM,107,3357
2014,E02003620,RP4,21,3357
2014,E02003620,RGN,20,3357
2014,E02003620,RD8,31,3357
2014,E02003620,RAN,12,3357
2014,E02003620,RRV,9,3357
2014,E02003621,RC1,2698,3305
2014,E02003621,RGT,189,3305
2014,E02003621,RTH,10,3305
2014,E02003621,RAN,12,3305
2014,E02003621,RRV,14,3305
2014,E02003621,RP4,16,3305
2014,E02003621,RGN,26,3305
2014,E02003621,RD8,34,3305
2014,E02003621,RWH,44,3305
2014,E02003621,RC9,50,3305
2014,E02003621,RGM,112,3305
2014,E02003621,RP6,9,3305
2014,E02003621,RNS,8,3305
2014,E02003622,RC1,3178,3806
2014,E02003622,RAN,22,3806
2014,E02003622,RGN,26,3806
2014,E02003622,RWH,37,3806
2014,E02003622,RD8,46,3806
2014,E02003622,RC9,68,3806
2014,E02003622,RGT,170,3806
2014,E02003622,RGM,114,3806
2014,E02003622,RRV,19,3806
2014,E02003622,RP4,19,3806
2014,E02003622,RNS,9,3806
2014,E02003622,RYJ,8,3806
2014,E02003622,RAL,8,3806
2014,E02003623,RC1,2582,3206
2014,E02003623,RGT,183,3206
2014,E02003623,RP4,11,3206
2014,E02003623,RNS,15,3206
2014,E02003623,RWH,43,3206
2014,E02003623,RC9,54,3206
2014,E02003623,RD8,61,3206
2014,E02003623,RGM,84,3206
2014,E02003623,RRV,19,3206
2014,E02003623,RGN,18,3206
2014,E02003623,RTH,17,3206
2014,E02003623,RJZ,9,3206
2014,E02003623,RAN,9,3206
2014,E02003624,RC1,1838,2183
2014,E02003624,RGN,13,2183
2014,E02003624,RC9,25,2183
2014,E02003624,RWH,26,2183
2014,E02003624,RD8,32,2183
2014,E02003624,RGT,90,2183
2014,E02003624,RGM,53,2183
2014,E02003624,RTH,9,2183
2014,E02003624,RP4,8,2183
2014,E02003625,RC1,3057,3595
2014,E02003625,RTH,10,3595
2014,E02003625,RRV,11,3595
2014,E02003625,RP4,14,3595
2014,E02003625,RGN,25,3595
2014,E02003625,RWH,48,3595
2014,E02003625,RC9,62,3595
2014,E02003625,RGT,155,3595
2014,E02003625,RGM,70,3595
2014,E02003625,RD8,20,3595
2014,E02003625,RAN,10,3595
2014,E02003625,RYJ,9,3595
2014,E02003625,RP6,8,3595
2014,E02003626,RC1,1683,2062
2014,E02003626,RGT,120,2062
2014,E02003626,RWH,26,2062
2014,E02003626,RC9,36,2062
2014,E02003626,RGM,68,2062
2014,E02003626,RD8,19,2062
2014,E02003626,RGN,18,2062
2014,E02003626,RRV,9,2062
2014,E02003626,RTH,9,2062
2014,E02003627,RC1,3289,3909
2014,E02003627,RJ1,12,3909
2014,E02003627,RP4,13,3909
2014,E02003627,RTH,14,3909
2014,E02003627,RAN,23,3909
2014,E02003627,RGN,30,3909
2014,E02003627,RD8,44,3909
2014,E02003627,RWH,47,3909
2014,E02003627,RC9,71,3909
2014,E02003627,RGT,157,3909
2014,E02003627,RGM,74,3909
2014,E02003627,RRV,14,3909
2014,E02003627,RNS,12,3909
2014,E02003627,RP6,8,3909
2014,E02003627,R1H,8,3909
2014,E02003628,RC1,2997,3546
2014,E02003628,RJ1,10,3546
2014,E02003628,RP6,13,3546
2014,E02003628,RRV,14,3546
2014,E02003628,RP4,37,3546
2014,E02003628,RWH,44,3546
2014,E02003628,RD8,42,3546
2014,E02003628,RC9,80,3546
2014,E02003628,RGT,124,3546
2014,E02003628,RGM,64,3546
2014,E02003628,RGN,17,3546
2014,E02003629,RC1,3618,4241
2014,E02003629,RTH,10,4241
2014,E02003629,RGN,12,4241
2014,E02003629,RAN,14,4241
2014,E02003629,RRV,15,4241
2014,E02003629,RWH,51,4241
2014,E02003629,RD8,63,4241
2014,E02003629,RC9,85,4241
2014,E02003629,RGT,166,4241
2014,E02003629,RGM,94,4241
2014,E02003629,RP4,20,4241
2014,E02003629,RP6,10,4241
2014,E02003630,RC1,3565,4182
2014,E02003630,RP6,10,4182
2014,E02003630,RNS,12,4182
2014,E02003630,RTH,13,4182
2014,E02003630,RGN,28,4182
2014,E02003630,RP4,27,4182
2014,E02003630,RWH,41,4182
2014,E02003630,RD8,61,4182
2014,E02003630,RC9,91,4182
2014,E02003630,RGT,138,4182
2014,E02003630,RGM,83,4182
2014,E02003630,RAL,13,4182
2014,E02003630,RRV,9,4182
2014,E02003631,RC1,1926,2299
2014,E02003631,RGT,116,2299
2014,E02003631,RD8,28,2299
2014,E02003631,RWH,40,2299
2014,E02003631,RC9,42,2299
2014,E02003631,RGM,57,2299
2014,E02003631,RRV,9,2299
2014,E02003631,RAN,8,2299
2014,E02003632,RC1,2133,2544
2014,E02003632,RRV,10,2544
2014,E02003632,RGN,16,2544
2014,E02003632,RC9,35,2544
2014,E02003632,RD8,36,2544
2014,E02003632,RWH,37,2544
2014,E02003632,RGT,122,2544
2014,E02003632,RGM,65,2544
2014,E02003632,RP4,9,2544
2014,E02003632,RP6,8,2544
2014,E02003632,RAN,8,2544
2014,E02003633,RC1,2970,3592
2014,E02003633,RAN,12,3592
2014,E02003633,RRV,13,3592
2014,E02003633,RGN,14,3592
2014,E02003633,RP4,27,3592
2014,E02003633,RWH,54,3592
2014,E02003633,RC9,68,3592
2014,E02003633,RGT,177,3592
2014,E02003633,RGM,87,3592
2014,E02003633,RD8,54,3592
2014,E02003633,RNS,8,3592
2014,E02003633,RTH,8,3592
2014,E02003633,RP6,8,3592
2014,E02003634,RC1,3518,4370
2014,E02003634,RAL,10,4370
2014,E02003634,RYJ,11,4370
2014,E02003634,RRV,12,4370
2014,E02003634,RP4,26,4370
2014,E02003634,RC9,131,4370
2014,E02003634,RWH,78,4370
2014,E02003634,RD8,85,4370
2014,E02003634,RGT,212,4370
2014,E02003634,RGM,95,4370
2014,E02003634,RP6,20,4370
2014,E02003634,RGN,19,4370
2014,E02003634,RAN,18,4370
2014,E02003634,RTH,17,4370
2014,E02003634,RNS,10,4370
2014,E02003634,RJ1,8,4370
2014,E02003634,RWG,8,4370
2014,E02003635,RC1,1617,2107
2014,E02003635,RGT,115,2107
2014,E02003635,RRV,10,2107
2014,E02003635,RGN,12,2107
2014,E02003635,RTH,13,2107
2014,E02003635,RWH,24,2107
2014,E02003635,RC9,44,2107
2014,E02003635,RD8,100,2107
2014,E02003635,RGM,71,2107
2014,E02003635,RP4,13,2107
2014,E02003635,RAN,10,2107
2014,E02003636,RC9,1815,2652
2014,E02003636,RC1,368,2652
2014,E02003636,RD8,10,2652
2014,E02003636,RP6,11,2652
2014,E02003636,RGM,22,2652
2014,E02003636,RAL,28,2652
2014,E02003636,RGT,46,2652
2014,E02003636,RWG,39,2652
2014,E02003636,RWH,118,2652
2014,E02003636,RT3,54,2652
2014,E02003636,RRV,21,2652
2014,E02003636,RP4,20,2652
2014,E02003636,RAN,20,2652
2014,E02003636,RJ1,8,2652
2014,E02003637,RC9,2379,3910
2014,E02003637,RXQ,415,3910
2014,E02003637,RD8,375,3910
2014,E02003637,RNS,10,3910
2014,E02003637,R1K,11,3910
2014,E02003637,RRV,33,3910
2014,E02003637,RAN,23,3910
2014,E02003637,RGM,28,3910
2014,E02003637,RAL,34,3910
2014,E02003637,RGT,37,3910
2014,E02003637,RWH,48,3910
2014,E02003637,RWG,60,3910
2014,E02003637,RC1,154,3910
2014,E02003637,RTH,83,3910
2014,E02003637,RT3,89,3910
2014,E02003637,RYJ,18,3910
2014,E02003637,RP4,34,3910
2014,E02003638,RC9,1020,3220
2014,E02003638,RXQ,974,3220
2014,E02003638,RD8,757,3220
2014,E02003638,R1K,12,3220
2014,E02003638,RRV,14,3220
2014,E02003638,RWH,15,3220
2014,E02003638,RP4,16,3220
2014,E02003638,RWG,27,3220
2014,E02003638,RC1,40,3220
2014,E02003638,RTH,160,3220
2014,E02003638,RT3,54,3220
2014,E02003638,RAL,17,3220
2014,E02003638,RNS,17,3220
2014,E02003638,RGT,12,3220
2014,E02003638,RAN,9,3220
2014,E02003639,RC9,1631,4096
2014,E02003639,RXQ,1187,4096
2014,E02003639,RD8,745,4096
2014,E02003639,RJ1,10,4096
2014,E02003639,RAN,12,4096
2014,E02003639,RAL,14,4096
2014,E02003639,RP4,15,4096
2014,E02003639,RNS,16,4096
2014,E02003639,RRV,24,4096
2014,E02003639,RWH,25,4096
2014,E02003639,RWG,35,4096
2014,E02003639,RC1,51,4096
2014,E02003639,RTH,151,4096
2014,E02003639,RT3,68,4096
2014,E02003639,RGT,17,4096
2014,E02003640,RXQ,863,2512
2014,E02003640,RC9,741,2512
2014,E02003640,RD8,544,2512
2014,E02003640,RTH,127,2512
2014,E02003640,R1K,10,2512
2014,E02003640,RYJ,14,2512
2014,E02003640,RRV,23,2512
2014,E02003640,RWG,22,2512
2014,E02003640,RC1,34,2512
2014,E02003640,RT3,28,2512
2014,E02003640,RP4,10,2512
2014,E02003640,RWH,9,2512
2014,E02003640,RNS,9,2512
2014,E02003640,RJ1,8,2512
2014,E02003640,RGT,8,2512
2014,E02003641,RXQ,673,1928
2014,E02003641,RC9,513,1928
2014,E02003641,RD8,456,1928
2014,E02003641,RTH,104,1928
2014,E02003641,RGT,10,1928
2014,E02003641,RC1,23,1928
2014,E02003641,RT3,28,1928
2014,E02003641,RWG,20,1928
2014,E02003641,RRV,19,1928
2014,E02003641,RP4,10,1928
2014,E02003641,RWH,10,1928
2014,E02003641,RNS,8,1928
2014,E02003642,RC9,3007,3494
2014,E02003642,RGM,11,3494
2014,E02003642,RYJ,12,3494
2014,E02003642,RXQ,16,3494
2014,E02003642,RRV,30,3494
2014,E02003642,RGT,26,3494
2014,E02003642,RAL,36,3494
2014,E02003642,RWG,37,3494
2014,E02003642,RC1,49,3494
2014,E02003642,RWH,52,3494
2014,E02003642,RT3,63,3494
2014,E02003642,RD8,18,3494
2014,E02003642,RP4,26,3494
2014,E02003642,RAN,18,3494
2014,E02003642,RTH,9,3494
2014,E02003643,RC9,1480,4186
2014,E02003643,RXQ,1406,4186
2014,E02003643,RD8,716,4186
2014,E02003643,RYJ,12,4186
2014,E02003643,R1K,15,4186
2014,E02003643,RNS,16,4186
2014,E02003643,RRV,27,4186
2014,E02003643,RGT,23,4186
2014,E02003643,RP4,28,4186
2014,E02003643,RC1,46,4186
2014,E02003643,RWG,49,4186
2014,E02003643,RTH,169,4186
2014,E02003643,RT3,47,4186
2014,E02003643,RWH,20,4186
2014,E02003643,RAL,18,4186
2014,E02003643,RAN,16,4186
2014,E02003644,RC9,3002,3536
2014,E02003644,RTH,12,3536
2014,E02003644,RYJ,15,3536
2014,E02003644,RRV,33,3536
2014,E02003644,RXQ,27,3536
2014,E02003644,RAL,46,3536
2014,E02003644,RWG,50,3536
2014,E02003644,RWH,55,3536
2014,E02003644,RT3,51,3536
2014,E02003644,RAN,21,3536
2014,E02003644,R1K,17,3536
2014,E02003644,RP4,27,3536
2014,E02003644,RC1,55,3536
2014,E02003644,RGT,33,3536
2014,E02003644,RD8,15,3536
2014,E02003644,RGM,8,3536
2014,E02003644,RJ1,8,3536
2014,E02003645,RC9,2293,2728
2014,E02003645,RXQ,10,2728
2014,E02003645,RYJ,14,2728
2014,E02003645,RP4,15,2728
2014,E02003645,RRV,24,2728
2014,E02003645,RAN,23,2728
2014,E02003645,RGT,32,2728
2014,E02003645,RAL,38,2728
2014,E02003645,RWH,39,2728
2014,E02003645,RC1,44,2728
2014,E02003645,RWG,47,2728
2014,E02003645,RT3,68,2728
2014,E02003645,RD8,14,2728
2014,E02003645,R1K,9,2728
2014,E02003645,RTH,8,2728
2014,E02003646,RC9,3036,3676
2014,E02003646,RTH,10,3676
2014,E02003646,RRV,39,3676
2014,E02003646,RP4,22,3676
2014,E02003646,RAN,24,3676
2014,E02003646,RYJ,26,3676
2014,E02003646,RXQ,36,3676
2014,E02003646,RAL,45,3676
2014,E02003646,RC1,78,3676
2014,E02003646,RWG,71,3676
2014,E02003646,RWH,72,3676
2014,E02003646,RT3,80,3676
2014,E02003646,RD8,20,3676
2014,E02003646,RGT,26,3676
2014,E02003646,R1K,9,3676
2014,E02003646,RP6,8,3676
2014,E02003647,RC9,2959,3502
2014,E02003647,RD8,12,3502
2014,E02003647,RYJ,15,3502
2014,E02003647,RRV,35,3502
2014,E02003647,RXQ,26,3502
2014,E02003647,RP4,28,3502
2014,E02003647,RAL,31,3502
2014,E02003647,RGT,32,3502
2014,E02003647,RC1,51,3502
2014,E02003647,RWH,65,3502
2014,E02003647,RWG,69,3502
2014,E02003647,RT3,59,3502
2014,E02003647,RAN,21,3502
2014,E02003648,RC9,1834,2177
2014,E02003648,RXQ,10,2177
2014,E02003648,RAN,13,2177
2014,E02003648,RRV,24,2177
2014,E02003648,RWH,32,2177
2014,E02003648,RAL,36,2177
2014,E02003648,RT3,54,2177
2014,E02003648,RP4,18,2177
2014,E02003648,RGT,17,2177
2014,E02003648,RC1,36,2177
2014,E02003648,RWG,32,2177
2014,E02003648,RD8,8,2177
2014,E02003649,RC9,2061,2526
2014,E02003649,RTH,11,2526
2014,E02003649,RXQ,14,2526
2014,E02003649,RP4,15,2526
2014,E02003649,RAN,16,2526
2014,E02003649,RRV,30,2526
2014,E02003649,RGT,28,2526
2014,E02003649,RAL,40,2526
2014,E02003649,RC1,42,2526
2014,E02003649,RWG,56,2526
2014,E02003649,RT3,66,2526
2014,E02003649,RD8,18,2526
2014,E02003649,RWH,40,2526
2014,E02003649,R1K,9,2526
2014,E02003649,RYJ,9,2526
2014,E02003649,RGM,8,2526
2014,E02003650,RC9,1960,2853
2014,E02003650,RXQ,294,2853
2014,E02003650,RYJ,11,2853
2014,E02003650,R1K,13,2853
2014,E02003650,RRV,25,2853
2014,E02003650,RAN,27,2853
2014,E02003650,RD8,34,2853
2014,E02003650,RAL,32,2853
2014,E02003650,RTH,39,2853
2014,E02003650,RWH,42,2853
2014,E02003650,RC1,62,2853
2014,E02003650,RWG,131,2853
2014,E02003650,RT3,83,2853
2014,E02003650,RGT,21,2853
2014,E02003650,RP4,11,2853
2014,E02003651,RC9,2024,2610
2014,E02003651,RWG,142,2610
2014,E02003651,RYJ,10,2610
2014,E02003651,RP4,15,2610
2014,E02003651,RRV,37,2610
2014,E02003651,RAN,24,2610
2014,E02003651,RGT,31,2610
2014,E02003651,RAL,34,2610
2014,E02003651,RC1,48,2610
2014,E02003651,RWH,76,2610
2014,E02003651,RT3,69,2610
2014,E02003651,RD8,9,2610
2014,E02003651,RTH,8,2610
2014,E02003651,R1K,8,2610
2014,E02003652,RD8,1113,2798
2014,E02003652,RXQ,981,2798
2014,E02003652,RTH,471,2798
2014,E02003652,RRV,12,2798
2014,E02003652,RYJ,13,2798
2014,E02003652,RC9,16,2798
2014,E02003652,RNS,51,2798
2014,E02003652,RC1,21,2798
2014,E02003652,RT3,12,2798
2014,E02003653,RD8,970,2362
2014,E02003653,RXQ,893,2362
2014,E02003653,RTH,342,2362
2014,E02003653,RC1,11,2362
2014,E02003653,RNS,20,2362
2014,E02003653,RT3,9,2362
2014,E02003653,RJ1,8,2362
2014,E02003653,RC9,8,2362
2014,E02003653,RYJ,8,2362
2014,E02003654,RD8,1052,2001
2014,E02003654,RXQ,539,2001
2014,E02003654,RTH,230,2001
2014,E02003654,RC1,11,2001
2014,E02003654,RT3,22,2001
2014,E02003654,RNS,24,2001
2014,E02003654,RC9,26,2001
2014,E02003655,RXQ,1427,3385
2014,E02003655,RTH,1110,3385
2014,E02003655,RD8,652,3385
2014,E02003655,RRV,10,3385
2014,E02003655,RYJ,13,3385
2014,E02003655,RNS,35,3385
2014,E02003655,RT3,18,3385
2014,E02003655,RC1,13,3385
2014,E02003656,RXQ,1265,2222
2014,E02003656,RD8,570,2222
2014,E02003656,RTH,212,2222
2014,E02003656,RYJ,11,2222
2014,E02003656,RC9,14,2222
2014,E02003656,RNS,15,2222
2014,E02003656,RT3,29,2222
2014,E02003656,RRV,11,2222
2014,E02003656,RC1,9,2222
2014,E02003657,RXQ,867,2073
2014,E02003657,RD8,808,2073
2014,E02003657,RTH,179,2073
2014,E02003657,RNS,12,2073
2014,E02003657,RC1,15,2073
2014,E02003657,RC9,67,2073
2014,E02003657,RT3,28,2073
2014,E02003657,RWG,9,2073
2014,E02003657,RYJ,8,2073
2014,E02003658,RXQ,1907,2570
2014,E02003658,RTH,224,2570
2014,E02003658,RD8,180,2570
2014,E02003658,RRV,13,2570
2014,E02003658,RC9,56,2570
2014,E02003658,RT3,30,2570
2014,E02003658,RWG,21,2570
2014,E02003658,RYJ,18,2570
2014,E02003658,R1K,9,2570
2014,E02003658,RAL,8,2570
2014,E02003659,RXQ,2465,3096
2014,E02003659,RTH,415,3096
2014,E02003659,RYJ,13,3096
2014,E02003659,RD8,66,3096
2014,E02003659,RT3,27,3096
2014,E02003659,RRV,8,3096
2014,E02003660,RXQ,2011,3395
2014,E02003660,RC9,703,3395
2014,E02003660,RTH,172,3395
2014,E02003660,RP4,11,3395
2014,E02003660,RGT,12,3395
2014,E02003660,R1K,15,3395
2014,E02003660,RRV,29,3395
2014,E02003660,RAL,32,3395
2014,E02003660,RWG,122,3395
2014,E02003660,RD8,70,3395
2014,E02003660,RT3,61,3395
2014,E02003660,RWH,20,3395
2014,E02003660,RYJ,17,3395
2014,E02003660,RAN,15,3395
2014,E02003660,RDU,9,3395
2014,E02003660,RC1,9,3395
2014,E02003661,RXQ,990,1965
2014,E02003661,RTH,887,1965
2014,E02003661,RD8,12,1965
2014,E02003661,RT3,8,1965
2014,E02003662,RXQ,1875,2215
2014,E02003662,RTH,203,2215
2014,E02003662,RT3,16,2215
2014,E02003662,RD8,22,2215
2014,E02003662,R1K,9,2215
2014,E02003662,RDU,8,2215
2014,E02003663,RXQ,2405,2797
2014,E02003663,RTH,251,2797
2014,E02003663,RRV,10,2797
2014,E02003663,RD8,12,2797
2014,E02003663,RT3,20,2797
2014,E02003663,RWG,10,2797
2014,E02003664,RXQ,2410,2856
2014,E02003664,RTH,259,2856
2014,E02003664,RYJ,12,2856
2014,E02003664,RWG,13,2856
2014,E02003664,RD8,25,2856
2014,E02003664,RT3,21,2856
2014,E02003664,RRV,12,2856
2014,E02003664,R1K,9,2856
2014,E02003664,RDU,8,2856
2014,E02003664,RAS,8,2856
2014,E02003664,RC9,8,2856
2014,E02003665,RXQ,1577,1872
2014,E02003665,RTH,197,1872
2014,E02003665,RYJ,10,1872
2014,E02003665,RT3,15,1872
2014,E02003665,RRV,9,1872
2014,E02003666,RXQ,2350,2723
2014,E02003666,RTH,226,2723
2014,E02003666,RYJ,11,2723
2014,E02003666,RRV,12,2723
2014,E02003666,RT3,23,2723
2014,E02003666,RD8,11,2723
2014,E02003667,RXQ,2873,3369
2014,E02003667,RTH,326,3369
2014,E02003667,RRV,12,3369
2014,E02003667,RYJ,13,3369
2014,E02003667,RD8,14,3369
2014,E02003667,RT3,15,3369
2014,E02003668,RXQ,2562,3026
2014,E02003668,RTH,268,3026
2014,E02003668,RRV,15,3026
2014,E02003668,RYJ,22,3026
2014,E02003668,RT3,33,3026
2014,E02003668,RD8,19,3026
2014,E02003668,RWG,9,3026
2014,E02003668,RP4,9,3026
2014,E02003669,RXQ,2429,2810
2014,E02003669,RTH,252,2810
2014,E02003669,RD8,12,2810
2014,E02003669,RT3,24,2810
2014,E02003669,RP4,12,2810
2014,E02003669,RWG,9,2810
2014,E02003669,RYJ,8,2810
2014,E02003670,RXQ,2620,3112
2014,E02003670,RTH,290,3112
2014,E02003670,RRV,13,3112
2014,E02003670,RYJ,14,3112
2014,E02003670,RD8,22,3112
2014,E02003670,RT3,27,3112
2014,E02003670,RWG,14,3112
2014,E02003670,RC9,8,3112
2014,E02003671,RXQ,1848,2181
2014,E02003671,RTH,214,2181
2014,E02003671,RT3,14,2181
2014,E02003672,RXQ,2714,3257
2014,E02003672,RTH,273,3257
2014,E02003672,RD8,12,3257
2014,E02003672,R1K,14,3257
2014,E02003672,RYJ,16,3257
2014,E02003672,RWG,36,3257
2014,E02003672,RT3,38,3257
2014,E02003672,RC9,17,3257
2014,E02003672,RRV,16,3257
2014,E02003672,RAL,8,3257
2014,E02003673,RXQ,2219,2888
2014,E02003673,RTH,513,2888
2014,E02003673,RRV,10,2888
2014,E02003673,RYJ,12,2888
2014,E02003673,RDU,13,2888
2014,E02003673,RT3,21,2888
2014,E02003674,RTH,868,1773
2014,E02003674,RXQ,814,1773
2014,E02003674,RT3,11,1773
2014,E02003675,RXQ,2535,3054
2014,E02003675,RTH,251,3054
2014,E02003675,RJ1,10,3054
2014,E02003675,RHW,11,3054
2014,E02003675,RGN,13,3054
2014,E02003675,RRV,14,3054
2014,E02003675,RYJ,16,3054
2014,E02003675,RWG,22,3054
2014,E02003675,RDU,25,3054
2014,E02003675,RT3,27,3054
2014,E02003675,RC9,13,3054
2014,E02003675,RD8,10,3054
2014,E02003676,RXQ,1751,2427
2014,E02003676,RTH,140,2427
2014,E02003676,RWG,177,2427
2014,E02003676,RJ1,10,2427
2014,E02003676,RRV,29,2427
2014,E02003676,R1K,23,2427
2014,E02003676,RYJ,24,2427
2014,E02003676,RAS,28,2427
2014,E02003676,RDU,32,2427
2014,E02003676,RT3,64,2427
2014,E02003676,RWH,18,2427
2014,E02003676,RQM,10,2427
2014,E02003676,RC9,9,2427
2014,E02003676,RP4,9,2427
2014,E02003676,RAL,8,2427
2014,E02003677,RXQ,2904,3531
2014,E02003677,RTH,221,3531
2014,E02003677,RC9,10,3531
2014,E02003677,RAL,11,3531
2014,E02003677,RRV,22,3531
2014,E02003677,RYJ,23,3531
2014,E02003677,RDU,55,3531
2014,E02003677,RWG,77,3531
2014,E02003677,RT3,51,3531
2014,E02003677,R1K,18,3531
2014,E02003677,RAS,18,3531
2014,E02003677,RWH,11,3531
2014,E02003677,RHW,9,3531
2014,E02003677,RP4,8,3531
2014,E02003677,RAN,8,3531
2014,E02003678,RXQ,1542,1992
2014,E02003678,RTH,148,1992
2014,E02003678,RAL,13,1992
2014,E02003678,R1K,14,1992
2014,E02003678,RRV,16,1992
2014,E02003678,RYJ,23,1992
2014,E02003678,RDU,33,1992
2014,E02003678,RWG,68,1992
2014,E02003678,RT3,27,1992
2014,E02003678,RAS,14,1992
2014,E02003678,RJ1,9,1992
2014,E02003678,RC9,8,1992
2014,E02003679,RXQ,1918,2386
2014,E02003679,RTH,153,2386
2014,E02003679,RAL,10,2386
2014,E02003679,RYJ,14,2386
2014,E02003679,RRV,23,2386
2014,E02003679,RAS,35,2386
2014,E02003679,RDU,46,2386
2014,E02003679,RWG,48,2386
2014,E02003679,RT3,36,2386
2014,E02003679,R1K,17,2386
2014,E02003679,RJ1,9,2386
2014,E02003680,RXQ,2471,2993
2014,E02003680,RTH,206,2993
2014,E02003680,RWG,14,2993
2014,E02003680,RRV,24,2993
2014,E02003680,RYJ,33,2993
2014,E02003680,RDU,48,2993
2014,E02003680,RT3,49,2993
2014,E02003680,RJ1,19,2993
2014,E02003680,RAS,17,2993
2014,E02003680,RAN,9,2993
2014,E02003680,RP4,8,2993
2014,E02003680,RHW,8,2993
2014,E02003681,RXQ,2467,3259
2014,E02003681,RTH,215,3259
2014,E02003681,RDU,178,3259
2014,E02003681,RP4,10,3259
2014,E02003681,RJ1,22,3259
2014,E02003681,RRV,26,3259
2014,E02003681,R1K,25,3259
2014,E02003681,RYJ,34,3259
2014,E02003681,RAS,45,3259
2014,E02003681,RWG,53,3259
2014,E02003681,RT3,51,3259
