catchment_year,msoa,trust_code,patients_from_msoa,total_patients_of_msoa
2014,E02000225,R1H,8,3208
2014,E02000226,RJ6,1909,3040
2014,E02000226,RJ7,291,3040
2014,E02000226,RJZ,260,3040
2014,E02000226,RQM,10,3040
2014,E02000226,R1H,11,3040
2014,E02000226,RPC,14,3040
2014,E02000226,RJ1,64,3040
2014,E02000226,RRV,24,3040
2014,E02000226,RTP,37,3040
2014,E02000226,RVR,149,3040
2014,E02000226,RP6,81,3040
2014,E02000226,RT3,17,3040
2014,E02000226,RPY,81,3040
2014,E02000226,RAX,8,3040
2014,E02000226,RYJ,8,3040
2014,E02000227,RJ6,2888,4667
2014,E02000227,RJ7,440,4667
2014,E02000227,RJZ,633,4667
2014,E02000227,RP4,10,4667
2014,E02000227,RT3,13,4667
2014,E02000227,RYJ,14,4667
2014,E02000227,RQM,16,4667
2014,E02000227,RJ1,108,4667
2014,E02000227,RTP,47,4667
2014,E02000227,RVR,167,4667
2014,E02000227,RPY,102,4667
2014,E02000227,RP6,86,4667
2014,E02000227,RPC,19,4667
2014,E02000227,RRV,18,4667
2014,E02000227,RAN,9,4667
2014,E02000227,RJ2,9,4667
2014,E02000227,RAX,8,4667
2014,E02000228,RJ6,1799,2918
2014,E02000228,RJ7,307,2918
2014,E02000228,RJZ,168,2918
2014,E02000228,RT3,10,2918
2014,E02000228,RP4,13,2918
2014,E02000228,RPC,14,2918
2014,E02000228,RJ1,55,2918
2014,E02000228,RRV,31,2918
2014,E02000228,RTP,108,2918
2014,E02000228,RVR,142,2918
2014,E02000228,RPY,83,2918
2014,E02000228,RP6,86,2918
2014,E02000228,RQM,9,2918
2014,E02000228,RYJ,8,2918
2014,E02000229,RJ6,1774,3011
2014,E02000229,RJZ,608,3011
2014,E02000229,RJ7,243,3011
2014,E02000229,RYJ,10,3011
2014,E02000229,RTP,11,3011
2014,E02000229,RRV,13,3011
2014,E02000229,RJ2,14,3011
2014,E02000229,RJ1,70,3011
2014,E02000229,RPY,40,3011
2014,E02000229,RVR,68,3011
2014,E02000229,RP6,50,3011
2014,E02000229,RT3,18,3011
2014,E02000229,RPC,17,3011
2014,E02000229,RQM,10,3011
2014,E02000230,RJ6,2611,4285
2014,E02000230,RVR,408,4285
2014,E02000230,RJ7,408,4285
2014,E02000230,RAX,11,4285
2014,E02000230,R1H,12,4285
2014,E02000230,RP4,13,4285
2014,E02000230,RPC,14,4285
2014,E02000230,RJ1,89,4285
2014,E02000230,RRV,43,4285
2014,E02000230,RTP,181,4285
2014,E02000230,RPY,93,4285
2014,E02000230,RJZ,150,4285
2014,E02000230,RT3,23,4285
2014,E02000230,RP6,100,4285
2014,E02000230,RYJ,18,4285
2014,E02000230,RQM,17,4285
2014,E02000230,RAN,9,4285
2014,E02000230,RJ2,9,4285
2014,E02000230,RXH,8,4285
2014,E02000231,RJ6,1559,3047
2014,E02000231,RJ7,334,3047
2014,E02000231,RVR,465,3047
2014,E02000231,RTP,190,3047
2014,E02000231,RQM,12,3047
2014,E02000231,RYJ,13,3047
2014,E02000231,RJ1,68,3047
2014,E02000231,RRV,30,3047
2014,E02000231,RPY,101,3047
2014,E02000231,RJZ,97,3047
2014,E02000231,RT3,27,3047
2014,E02000231,RP6,60,3047
2014,E02000231,RPC,12,3047
2014,E02000231,RP4,8,3047
2014,E02000232,RJ6,1370,2542
2014,E02000232,RJ7,196,2542
2014,E02000232,RJZ,143,2542
2014,E02000232,RTP,393,2542
2014,E02000232,RA2,15,2542
2014,E02000232,RJ1,52,2542
2014,E02000232,RPC,23,2542
2014,E02000232,RPY,60,2542
2014,E02000232,RVR,123,2542
2014,E02000232,RP6,56,2542
2014,E02000232,RRV,19,2542
2014,E02000232,RT3,15,2542
2014,E02000232,RQM,9,2542
2014,E02000232,RP4,8,2542
2014,E02000233,RJ6,1594,2756
2014,E02000233,RJ7,271,2756
2014,E02000233,RTP,237,2756
2014,E02000233,RVR,243,2756
2014,E02000233,RA2,10,2756
2014,E02000233,R1H,11,2756
2014,E02000233,RYJ,12,2756
2014,E02000233,RPC,14,2756
2014,E02000233,RJ1,55,2756
2014,E02000233,RPY,64,2756
2014,E02000233,RJZ,96,2756
2014,E02000233,RP6,43,2756
2014,E02000233,RRV,18,2756
2014,E02000233,RT3,14,2756
2014,E02000233,RP4,10,2756
2014,E02000233,RQM,9,2756
2014,E02000234,RJ6,1959,3612
2014,E02000234,RJ7,379,3612
2014,E02000234,RTP,333,3612
2014,E02000234,RVR,384,3612
2014,E02000234,RYJ,11,3612
2014,E02000234,RRV,14,3612
2014,E02000234,RQM,15,3612
2014,E02000234,RJ1,82,3612
2014,E02000234,RPY,76,3612
2014,E02000234,RJZ,115,3612
2014,E02000234,RT3,36,3612
2014,E02000234,RP6,64,3612
2014,E02000234,RPC,19,3612
2014,E02000234,RA2,17,3612
2014,E02000234,RAX,9,3612
2014,E02000234,R1H,9,3612
2014,E02000234,RTK,8,3612
2014,E02000234,RAN,8,3612
2014,E02000235,RJ6,1407,2709
2014,E02000235,RJ7,254,2709
2014,E02000235,RTP,475,2709
2014,E02000235,RVR,158,2709
2014,E02000235,RT3,14,2709
2014,E02000235,RA2,15,2709
2014,E02000235,RJ1,51,2709
2014,E02000235,RRV,28,2709
2014,E02000235,RPC,30,2709
2014,E02000235,RPY,52,2709
2014,E02000235,RJZ,85,2709
2014,E02000235,RP6,54,2709
2014,E02000236,RJ6,1520,3213
2014,E02000236,RJ7,328,3213
2014,E02000236,RTP,435,3213
2014,E02000236,RVR,525,3213
2014,E02000236,RYJ,11,3213
2014,E02000236,RQM,12,3213
2014,E02000236,RJ1,46,3213
2014,E02000236,RRV,27,3213
2014,E02000236,RPY,80,3213
2014,E02000236,RJZ,56,3213
2014,E02000236,RP6,61,3213
2014,E02000236,RPC,20,3213
2014,E02000236,RT3,18,3213
2014,E02000237,RJ6,1579,3207
2014,E02000237,RJ7,262,3207
2014,E02000237,RVR,252,3207
2014,E02000237,RTP,638,3207
2014,E02000237,RA2,12,3207
2014,E02000237,RJ1,48,3207
2014,E02000237,RRV,23,3207
2014,E02000237,RPC,37,3207
2014,E02000237,RPY,83,3207
2014,E02000237,RJZ,78,3207
2014,E02000237,RP6,86,3207
2014,E02000237,RT3,12,3207
2014,E02000237,RQM,9,3207
2014,E02000237,RAN,8,3207
2014,E02000237,RXH,8,3207
2014,E02000238,R1K,2657,4024
2014,E02000238,RYJ,623,4024
2014,E02000238,RJ1,23,4024
2014,E02000238,RRV,35,4024
2014,E02000238,RAL,52,4024
2014,E02000238,RAS,119,4024
2014,E02000238,RQM,171,4024
2014,E02000238,RT3,83,4024
2014,E02000238,RP6,138,4024
2014,E02000238,RP4,23,4024
2014,E02000238,RAN,23,4024
2014,E02000238,RWG,8,4024
2014,E02000238,R1H,8,4024
2014,E02000239,R1K,2578,3802
2014,E02000239,RYJ,529,3802
2014,E02000239,R1H,12,3802
2014,E02000239,RJZ,13,3802
2014,E02000239,RJ1,34,3802
2014,E02000239,RRV,60,3802
2014,E02000239,RAN,36,3802
2014,E02000239,RAS,52,3802
2014,E02000239,RQM,129,3802
2014,E02000239,RAL,63,3802
2014,E02000239,RP6,143,3802
2014,E02000239,RP4,17,3802
2014,E02000239,RT3,52,3802
2014,E02000239,RWG,8,3802
2014,E02000240,R1K,3100,4786
2014,E02000240,RYJ,618,4786
2014,E02000240,RAS,271,4786
2014,E02000240,R1H,10,4786
2014,E02000240,RDU,11,4786
2014,E02000240,RJ1,28,4786
2014,E02000240,RRV,64,4786
2014,E02000240,RAN,29,4786
2014,E02000240,RP4,31,4786
2014,E02000240,RAL,58,4786
2014,E02000240,RQM,229,4786
2014,E02000240,RT3,84,4786
2014,E02000240,RP6,147,4786
2014,E02000240,RJZ,21,4786
2014,E02000240,RWG,9,4786
2014,E02000240,RTH,9,4786
2014,E02000240,RJ7,9,4786
2014,E02000240,RWH,9,4786
2014,E02000240,RPY,8,4786
2014,E02000241,R1K,1790,2902
2014,E02000241,RYJ,465,2902
2014,E02000241,R1H,10,2902
2014,E02000241,RAN,14,2902
2014,E02000241,RJ1,28,2902
2014,E02000241,RRV,38,2902
2014,E02000241,RAL,43,2902
2014,E02000241,RAS,145,2902
2014,E02000241,RQM,124,2902
2014,E02000241,RT3,56,2902
2014,E02000241,RP6,108,2902
2014,E02000241,RP4,19,2902
2014,E02000242,R1K,1947,2858
2014,E02000242,RYJ,495,2858
2014,E02000242,RJ1,15,2858
2014,E02000242,RRV,54,2858
2014,E02000242,RAL,23,2858
2014,E02000242,RAS,36,2858
2014,E02000242,RQM,104,2858
2014,E02000242,RT3,32,2858
2014,E02000242,RP6,85,2858
2014,E02000242,RP4,20,2858
2014,E02000243,R1K,2417,4042
2014,E02000243,RYJ,875,4042
2014,E02000243,R1H,11,4042
2014,E02000243,RJZ,12,4042
2014,E02000243,RP4,14,4042
2014,E02000243,RJ1,32,4042
2014,E02000243,RRV,51,4042
2014,E02000243,RAL,39,4042
2014,E02000243,RAS,92,4042
2014,E02000243,RQM,185,4042
2014,E02000243,RT3,82,4042
2014,E02000243,RP6,138,4042
2014,E02000243,RAN,17,4042
2014,E02000243,RPY,8,4042
2014,E02000243,RJ7,8,4042
2014,E02000244,R1K,1783,3101
2014,E02000244,RYJ,818,3101
2014,E02000244,RQM,159,3101
2014,E02000244,R1H,10,3101
2014,E02000244,RJ1,26,3101
2014,E02000244,RRV,34,3101
2014,E02000244,RAL,33,3101
2014,E02000244,RAS,48,3101
2014,E02000244,RT3,31,3101
2014,E02000244,RP6,76,3101
2014,E02000244,RP4,10,3101
2014,E02000244,RAN,9,3101
2014,E02000245,R1K,2486,4163
2014,E02000245,RYJ,598,4163
2014,E02000245,RQM,232,4163
2014,E02000245,RAS,465,4163
2014,E02000245,RAN,10,4163
2014,E02000245,RRV,25,4163
2014,E02000245,RP4,34,4163
2014,E02000245,RAL,32,4163
2014,E02000245,RT3,70,4163
2014,E02000245,RP6,111,4163
2014,E02000245,RJ1,17,4163
2014,E02000245,RJZ,8,4163
2014,E02000246,R1K,2087,4349
2014,E02000246,RAS,1083,4349
2014,E02000246,RYJ,532,4349
2014,E02000246,RDU,13,4349
2014,E02000246,RWH,16,4349
2014,E02000246,RJ1,24,4349
2014,E02000246,RRV,48,4349
2014,E02000246,RAL,34,4349
2014,E02000246,RQM,163,4349
2014,E02000246,RT3,103,4349
2014,E02000246,RP6,119,4349
2014,E02000246,RP4,21,4349
2014,E02000246,RAN,20,4349
2014,E02000246,R1H,9,4349
2014,E02000247,R1K,3371,5181
2014,E02000247,RYJ,807,5181
2014,E02000247,RAS,302,5181
2014,E02000247,R1H,12,5181
2014,E02000247,RRV,32,5181
2014,E02000247,RP4,35,5181
2014,E02000247,RAL,40,5181
2014,E02000247,RQM,219,5181
2014,E02000247,RT3,91,5181
2014,E02000247,RP6,157,5181
2014,E02000247,RAN,18,5181
2014,E02000247,RJ1,17,5181
2014,E02000247,RJZ,9,5181
2014,E02000248,R1K,1323,2866
2014,E02000248,RYJ,1002,2866
2014,E02000248,RQM,187,2866
2014,E02000248,RJZ,11,2866
2014,E02000248,RAS,13,2866
2014,E02000248,RAN,15,2866
2014,E02000248,RJ1,32,2866
2014,E02000248,RRV,50,2866
2014,E02000248,RAL,33,2866
2014,E02000248,RT3,45,2866
2014,E02000248,RP6,59,2866
2014,E02000248,R1H,18,2866
2014,E02000248,RP4,13,2866
2014,E02000248,RKE,8,2866
2014,E02000249,R1K,2700,4055
2014,E02000249,RYJ,646,4055
2014,E02000249,RAN,16,4055
2014,E02000249,RJ1,22,4055
2014,E02000249,RRV,37,4055
2014,E02000249,R1H,23,4055
2014,E02000249,RP4,26,4055
2014,E02000249,RAL,30,4055
2014,E02000249,RAS,92,4055
2014,E02000249,RQM,178,4055
2014,E02000249,RT3,57,4055
2014,E02000249,RP6,159,4055
2014,E02000250,R1K,1105,2537
2014,E02000250,RYJ,912,2537
2014,E02000250,RQM,204,2537
2014,E02000250,RP4,10,2537
2014,E02000250,RAS,11,2537
2014,E02000250,RPY,14,2537
2014,E02000250,RJ1,22,2537
2014,E02000250,RRV,43,2537
2014,E02000250,RT3,42,2537
2014,E02000250,RP6,85,2537
2014,E02000250,RAL,18,2537
2014,E02000250,RAN,18,2537
2014,E02000250,RJZ,8,2537
2014,E02000251,R1K,2494,3834
2014,E02000251,RYJ,584,3834
2014,E02000251,RAN,11,3834
2014,E02000251,RJZ,14,3834
2014,E02000251,RJ1,15,3834
2014,E02000251,RRV,28,3834
2014,E02000251,RAL,27,3834
2014,E02000251,RAS,169,3834
2014,E02000251,RQM,181,3834
2014,E02000251,RT3,65,3834
2014,E02000251,RP6,157,3834
2014,E02000251,RP4,21,3834
2014,E02000251,RTK,8,3834
2014,E02000251,RJ7,8,3834
2014,E02000252,RYJ,2166,4023
2014,E02000252,R1K,1138,4023
2014,E02000252,RQM,297,4023
2014,E02000252,RAN,10,4023
2014,E02000252,RP4,16,4023
2014,E02000252,RJ1,42,4023
2014,E02000252,RRV,69,4023
2014,E02000252,RJZ,22,4023
2014,E02000252,R1H,23,4023
2014,E02000252,RAL,58,4023
2014,E02000252,RT3,37,4023
2014,E02000252,RP6,39,4023
2014,E02000252,RAS,18,4023
2014,E02000253,RYJ,1040,4972
2014,E02000253,R1K,3050,4972
2014,E02000253,RQM,339,4972
2014,E02000253,R1H,10,4972
2014,E02000253,RAN,14,4972
2014,E02000253,RJ1,25,4972
2014,E02000253,RRV,51,4972
2014,E02000253,RAL,30,4972
2014,E02000253,RP4,35,4972
2014,E02000253,RAS,67,4972
2014,E02000253,RT3,76,4972
2014,E02000253,RP6,157,4972
2014,E02000253,RJZ,19,4972
2014,E02000253,RJ7,8,4972
2014,E02000254,R1K,3275,4799
2014,E02000254,RYJ,561,4799
2014,E02000254,R1H,11,4799
2014,E02000254,RJ1,22,4799
2014,E02000254,RRV,27,4799
2014,E02000254,RAL,28,4799
2014,E02000254,RAS,235,4799
2014,E02000254,RQM,191,4799
2014,E02000254,RT3,108,4799
2014,E02000254,RP6,216,4799
2014,E02000254,RDU,17,4799
2014,E02000254,RP4,27,4799
2014,E02000254,RAN,17,4799
2014,E02000254,RJZ,11,4799
2014,E02000255,R1K,2007,4020
2014,E02000255,RYJ,1236,4020
2014,E02000255,RQM,304,4020
2014,E02000255,RJZ,13,4020
2014,E02000255,R1H,15,4020
2014,E02000255,RJ1,26,4020
2014,E02000255,RRV,54,4020
2014,E02000255,RAL,29,4020
2014,E02000255,RAS,35,4020
2014,E02000255,RP6,119,4020
2014,E02000255,RP4,20,4020
2014,E02000255,RT3,54,4020
2014,E02000255,RAN,15,4020
2014,E02000255,RPY,15,4020
2014,E02000255,RDU,8,4020
2014,E02000256,R1K,1614,3370
2014,E02000256,RYJ,1080,3370
2014,E02000256,RQM,249,3370
2014,E02000256,R1H,11,3370
2014,E02000256,RAN,14,3370
2014,E02000256,RJ1,39,3370
2014,E02000256,RRV,51,3370
2014,E02000256,RAS,23,3370
2014,E02000256,RAL,25,3370
2014,E02000256,RP6,101,3370
2014,E02000256,RP4,19,3370
2014,E02000256,RT3,39,3370
2014,E02000256,RPY,19,3370
2014,E02000256,RJZ,11,3370
2014,E02000256,RJ7,9,3370
2014,E02000257,R1K,2024,4925
2014,E02000257,RYJ,1944,4925
2014,E02000257,RQM,353,4925
2014,E02000257,RDU,10,4925
2014,E02000257,RJ7,12,4925
2014,E02000257,RJ1,58,4925
2014,E02000257,RRV,81,4925
2014,E02000257,R1H,23,4925
2014,E02000257,RP4,24,4925
2014,E02000257,RAL,35,4925
2014,E02000257,RT3,67,4925
2014,E02000257,RP6,141,4925
2014,E02000257,RPY,20,4925
2014,E02000257,RAN,19,4925
2014,E02000257,RJZ,17,4925
2014,E02000257,RAS,23,4925
2014,E02000258,RYJ,1393,2499
2014,E02000258,R1K,658,2499
2014,E02000258,RQM,191,2499
2014,E02000258,RAS,10,2499
2014,E02000258,RJZ,11,2499
2014,E02000258,R1H,12,2499
2014,E02000258,RJ1,43,2499
2014,E02000258,RRV,26,2499
2014,E02000258,RT3,22,2499
2014,E02000258,RAL,23,2499
2014,E02000258,RP6,42,2499
2014,E02000258,RP4,12,2499
2014,E02000258,RAN,10,2499
2014,E02000258,RPY,8,2499
2014,E02000259,R1K,1544,2777
2014,E02000259,RYJ,675,2777
2014,E02000259,RQM,237,2777
2014,E02000259,RAN,12,2777
2014,E02000259,RP4,14,2777
2014,E02000259,RAL,15,2777
2014,E02000259,RJ1,16,2777
2014,E02000259,RRV,31,2777
2014,E02000259,RT3,47,2777
2014,E02000259,RP6,100,2777
2014,E02000259,RAS,17,2777
2014,E02000259,R1H,9,2777
2014,E02000259,RPY,9,2777
2014,E02000260,R1K,3098,4625
2014,E02000260,RYJ,590,4625
2014,E02000260,R1H,10,4625
2014,E02000260,RAL,24,4625
2014,E02000260,RAS,207,4625
2014,E02000260,RQM,221,4625
2014,E02000260,RT3,91,4625
2014,E02000260,RJ1,21,4625
2014,E02000260,RRV,19,4625
2014,E02000260,RP6,221,4625
2014,E02000260,RP4,21,4625
2014,E02000260,RAN,19,4625
2014,E02000260,RDU,10,4625
2014,E02000260,RJZ,9,4625
2014,E02000261,RYJ,2789,4212
2014,E02000261,RQM,509,4212
2014,E02000261,R1K,419,4212
2014,E02000261,RAS,12,4212
2014,E02000261,RKE,14,4212
2014,E02000261,RJ1,79,4212
2014,E02000261,RRV,94,4212
2014,E02000261,RP4,22,4212
2014,E02000261,RAL,26,4212
2014,E02000261,RT3,55,4212
2014,E02000261,RP6,41,4212
2014,E02000261,RJZ,21,4212
2014,E02000261,R1H,20,4212
2014,E02000261,RPY,9,4212
2014,E02000261,RAN,8,4212
2014,E02000261,RDU,8,4212
2014,E02000262,RYJ,2256,3773
2014,E02000262,RQM,352,3773
2014,E02000262,R1K,747,3773
2014,E02000262,RJ7,11,3773
2014,E02000262,R1H,15,3773
2014,E02000262,RJ1,46,3773
2014,E02000262,RRV,52,3773
2014,E02000262,RP4,23,3773
2014,E02000262,RAL,26,3773
2014,E02000262,RJZ,27,3773
2014,E02000262,RT3,29,3773
2014,E02000262,RP6,75,3773
2014,E02000262,RAN,17,3773
2014,E02000262,RPY,8,3773
2014,E02000263,R1K,4482,6716
2014,E02000263,RYJ,718,6716
2014,E02000263,RAS,493,6716
2014,E02000263,RJ7,14,6716
2014,E02000263,R1H,15,6716
2014,E02000263,RAN,16,6716
2014,E02000263,RJ1,26,6716
2014,E02000263,RRV,42,6716
2014,E02000263,RDU,23,6716
2014,E02000263,RAL,35,6716
2014,E02000263,RP4,50,6716
2014,E02000263,RQM,282,6716
2014,E02000263,RT3,155,6716
2014,E02000263,RP6,267,6716
2014,E02000263,RJZ,20,6716
2014,E02000263,RTK,18,6716
2014,E02000263,RTH,8,6716
2014,E02000264,RYJ,1694,3255
2014,E02000264,R1K,863,3255
2014,E02000264,RQM,306,3255
2014,E02000264,RJ7,10,3255
2014,E02000264,RP4,12,3255
2014,E02000264,RJZ,13,3255
2014,E02000264,RAN,15,3255
2014,E02000264,R1H,16,3255
2014,E02000264,RJ1,36,3255
2014,E02000264,RRV,63,3255
2014,E02000264,RAL,23,3255
2014,E02000264,RT3,34,3255
2014,E02000264,RP6,79,3255
2014,E02000264,RPY,12,3255
2014,E02000264,RAS,10,3255
2014,E02000265,R1K,2708,5030
2014,E02000265,RYJ,1310,5030
2014,E02000265,RQM,438,5030
2014,E02000265,RJ7,14,5030
2014,E02000265,RJZ,16,5030
2014,E02000265,RJ1,45,5030
2014,E02000265,RRV,48,5030
2014,E02000265,R1H,24,5030
2014,E02000265,RP4,28,5030
2014,E02000265,RAL,34,5030
2014,E02000265,RAS,43,5030
2014,E02000265,RT3,58,5030
2014,E02000265,RP6,150,5030
2014,E02000265,RAN,18,5030
2014,E02000265,RPY,8,5030
2014,E02000265,RAX,8,5030
2014,E02000266,R1K,4004,5970
2014,E02000266,RYJ,773,5970
2014,E02000266,RQM,392,5970
2014,E02000266,R1H,12,5970
2014,E02000266,RJZ,13,5970
2014,E02000266,RJ1,23,5970
2014,E02000266,RRV,29,5970
2014,E02000266,RAL,39,5970
2014,E02000266,RAS,202,5970
2014,E02000266,RT3,107,5970
2014,E02000266,RP6,214,5970
2014,E02000266,RAN,17,5970
2014,E02000266,RTK,29,5970
2014,E02000266,RP4,23,5970
2014,E02000266,RJ7,13,5970
2014,E02000266,RDU,8,5970
2014,E02000267,R1K,2001,3448
2014,E02000267,RYJ,766,3448
2014,E02000267,RQM,300,3448
2014,E02000267,RPY,12,3448
2014,E02000267,RRV,29,3448
2014,E02000267,RAL,25,3448
2014,E02000267,RAS,35,3448
2014,E02000267,RT3,63,3448
2014,E02000267,RP6,104,3448
2014,E02000267,RJ1,21,3448
2014,E02000267,RP4,21,3448
2014,E02000267,RAN,8,3448
2014,E02000268,R1K,1553,3844
2014,E02000268,RYJ,1337,3844
2014,E02000268,RQM,484,3844
2014,E02000268,RP4,12,3844
2014,E02000268,RJ7,13,3844
2014,E02000268,R1H,14,3844
2014,E02000268,RJ1,43,3844
2014,E02000268,RRV,52,3844
2014,E02000268,RAN,23,3844
2014,E02000268,RAS,26,3844
2014,E02000268,RAL,34,3844
2014,E02000268,RT3,47,3844
2014,E02000268,RP6,105,3844
2014,E02000268,RJZ,17,3844
2014,E02000268,RPY,14,3844
2014,E02000269,R1K,1333,3092
2014,E02000269,RYJ,961,3092
2014,E02000269,RQM,426,3092
2014,E02000269,RAS,13,3092
2014,E02000269,RP4,14,3092
2014,E02000269,RJ1,25,3092
2014,E02000269,RRV,42,3092
2014,E02000269,RT3,49,3092
2014,E02000269,RP6,104,3092
2014,E02000269,RAL,20,3092
2014,E02000269,RAN,13,3092
2014,E02000269,RJ7,9,3092
2014,E02000269,RDU,8,3092
2014,E02000269,R1H,8,3092
2014,E02000270,RYJ,2078,3534
2014,E02000270,R1K,725,3534
2014,E02000270,RQM,387,3534
2014,E02000270,RAS,14,3534
2014,E02000270,RJZ,16,3534
2014,E02000270,RJ1,38,3534
2014,E02000270,RRV,43,3534
2014,E02000270,RAL,23,3534
2014,E02000270,RT3,28,3534
2014,E02000270,RP6,69,3534
2014,E02000270,R1H,17,3534
2014,E02000270,RP4,16,3534
2014,E02000270,RKE,9,3534
2014,E02000270,RPY,8,3534
2014,E02000270,RJ7,8,3534
2014,E02000271,RYJ,1462,2279
2014,E02000271,RQM,422,2279
2014,E02000271,R1K,125,2279
2014,E02000271,RJ7,10,2279
2014,E02000271,RJZ,11,2279
2014,E02000271,RP4,12,2279
2014,E02000271,RAL,14,2279
2014,E02000271,RJ1,56,2279
2014,E02000271,RRV,39,2279
2014,E02000271,RT3,23,2279
2014,E02000271,RP6,22,2279
2014,E02000271,RPY,19,2279
2014,E02000271,RTK,8,2279
2014,E02000272,R1K,1226,2743
2014,E02000272,RYJ,764,2743
2014,E02000272,RQM,422,2743
2014,E02000272,RJ7,10,2743
2014,E02000272,RP4,12,2743
2014,E02000272,RAL,13,2743
2014,E02000272,RJ1,29,2743
2014,E02000272,RRV,32,2743
2014,E02000272,RT3,49,2743
2014,E02000272,RP6,103,2743
2014,E02000272,RAS,21,2743
2014,E02000272,RAN,9,2743
2014,E02000272,RPY,8,2743
2014,E02000274,R1K,4645,7163
2014,E02000274,RYJ,769,7163
2014,E02000274,RQM,501,7163
2014,E02000274,RAS,499,7163
2014,E02000274,RJ7,10,7163
2014,E02000274,R1H,14,7163
2014,E02000274,RJ1,22,7163
2014,E02000274,RDU,29,7163
2014,E02000274,RAL,45,7163
2014,E02000274,RT3,141,7163
2014,E02000274,RP6,265,7163
2014,E02000274,RAN,18,7163
2014,E02000274,RJZ,17,7163
2014,E02000274,RP4,45,7163
2014,E02000274,RRV,45,7163
2014,E02000274,RTK,22,7163
2014,E02000274,RPY,8,7163
2014,E02000275,R1K,2197,3833
2014,E02000275,RYJ,462,3833
2014,E02000275,RQM,594,3833
2014,E02000275,R1H,10,3833
2014,E02000275,RJZ,11,3833
2014,E02000275,RAN,12,3833
2014,E02000275,RRV,24,3833
2014,E02000275,RTK,26,3833
2014,E02000275,RAL,31,3833
2014,E02000275,RAS,150,3833
2014,E02000275,RT3,82,3833
2014,E02000275,RP6,139,3833
2014,E02000275,RJ1,20,3833
2014,E02000275,RP4,24,3833
2014,E02000276,R1K,976,2722
2014,E02000276,RQM,603,2722
2014,E02000276,RYJ,794,2722
2014,E02000276,RJZ,10,2722
2014,E02000276,RAL,15,2722
2014,E02000276,RJ1,38,2722
2014,E02000276,RRV,44,2722
2014,E02000276,RP6,81,2722
2014,E02000276,RP4,19,2722
2014,E02000276,RAS,18,2722
2014,E02000276,RT3,38,2722
2014,E02000276,RAN,10,2722
2014,E02000276,RPY,9,2722
2014,E02000276,RJ7,8,2722
2014,E02000277,RAL,1732,3126
2014,E02000277,RAP,825,3126
2014,E02000277,RRV,182,3126
2014,E02000277,RAN,11,3126
2014,E02000277,RQM,12,3126
2014,E02000277,R1K,14,3126
2014,E02000277,RJ1,15,3126
2014,E02000277,RQX,27,3126
2014,E02000277,RQW,43,3126
2014,E02000277,RKE,39,3126
2014,E02000277,R1H,76,3126
2014,E02000277,RP6,32,3126
2014,E02000277,RWH,21,3126
2014,E02000277,RP4,27,3126
2014,E02000277,RT3,9,3126
2014,E02000278,RAL,2214,4070
2014,E02000278,RAP,1133,4070
2014,E02000278,RRV,231,4070
2014,E02000278,RJZ,10,4070
2014,E02000278,RYJ,11,4070
2014,E02000278,R1K,12,4070
2014,E02000278,RQM,13,4070
2014,E02000278,RJ1,32,4070
2014,E02000278,RAN,22,4070
2014,E02000278,RQX,38,4070
2014,E02000278,RQW,46,4070
2014,E02000278,RKE,52,4070
2014,E02000278,RP4,51,4070
2014,E02000278,R1H,99,4070
2014,E02000278,RP6,35,4070
2014,E02000278,RT3,9,4070
2014,E02000278,RWH,9,4070
2014,E02000279,RAL,2259,4599
2014,E02000279,RAP,1400,4599
2014,E02000279,RRV,284,4599
2014,E02000279,R1K,11,4599
2014,E02000279,RF4,12,4599
2014,E02000279,RJZ,13,4599
2014,E02000279,RYJ,16,4599
2014,E02000279,RJ1,41,4599
2014,E02000279,RQW,30,4599
2014,E02000279,RP4,57,4599
2014,E02000279,RQX,65,4599
2014,E02000279,RKE,105,4599
2014,E02000279,R1H,125,4599
2014,E02000279,RP6,39,4599
2014,E02000279,RAN,30,4599
2014,E02000279,RQM,11,4599
2014,E02000279,RQ8,11,4599
2014,E02000279,RT3,8,4599
2014,E02000280,RAL,2517,3703
2014,E02000280,RRV,230,3703
2014,E02000280,RAP,532,3703
2014,E02000280,RWH,10,3703
2014,E02000280,RJZ,11,3703
2014,E02000280,RJ1,28,3703
2014,E02000280,RQX,22,3703
2014,E02000280,RAN,31,3703
2014,E02000280,RP4,41,3703
2014,E02000280,RKE,42,3703
2014,E02000280,R1H,98,3703
2014,E02000280,RP6,41,3703
2014,E02000280,RQW,10,3703
2014,E02000280,R1K,9,3703
2014,E02000280,RT3,9,3703
2014,E02000280,RQM,8,3703
2014,E02000281,RAL,2332,3891
2014,E02000281,RAP,893,3891
2014,E02000281,RRV,225,3891
2014,E02000281,RT3,11,3891
2014,E02000281,RJ1,22,3891
2014,E02000281,RP4,33,3891
2014,E02000281,RQX,37,3891
2014,E02000281,RKE,52,3891
2014,E02000281,R1H,102,3891
2014,E02000281,RP6,49,3891
2014,E02000281,RQW,18,3891
2014,E02000281,RAN,22,3891
2014,E02000281,RQM,8,3891
2014,E02000281,RYJ,8,3891
2014,E02000281,RJZ,8,3891
2014,E02000282,RAL,1915,3739
2014,E02000282,RAP,1167,3739
2014,E02000282,RRV,202,3739
2014,E02000282,RWH,10,3739
2014,E02000282,R1K,12,3739
2014,E02000282,RQW,13,3739
2014,E02000282,RJZ,14,3739
