year,msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
2017,E02003585,E06000046,6775,2189,2722,0.8041880969875091,5448.374357090374,female,0-4,105,0.015498154981549815,0.01246343176143003
2017,E02003585,E06000046,6775,2189,2722,0.8041880969875091,5448.374357090374,male,0-4,91,0.013431734317343173,0.010801640859906026
2017,E02003592,E06000046,9455,3202,3947,0.8112490499113251,7670.359766911579,female,0-4,143,0.015124272871496564,0.012269551997601215
2017,E02003592,E06000046,9455,3202,3947,0.8112490499113251,7670.359766911579,male,0-4,170,0.017979904812268643,0.014586180696448998
2017,E02003597,E06000046,5659,1682,2130,0.7896713615023474,4468.750234741784,female,0-4,96,0.0169641279377982,0.013396086005341113
2017,E02003597,E06000046,5659,1682,2130,0.7896713615023474,4468.750234741784,male,0-4,112,0.0197914825940979,0.0156287670062313
2017,E02003596,E06000046,9008,3081,3694,0.8340552246886843,7513.169463995669,female,0-4,191,0.021203374777975133,0.01768478551460243
2017,E02003596,E06000046,9008,3081,3694,0.8340552246886843,7513.169463995669,male,0-4,222,0.024644760213143872,0.02055509101697246
2017,E02003586,E06000046,7812,2504,3035,0.8250411861614497,6445.221746293245,female,0-4,188,0.024065540194572452,0.0198550618277461
2017,E02003586,E06000046,7812,2504,3035,0.8250411861614497,6445.221746293245,male,0-4,215,0.027521761392729136,0.02270658666470964
2017,E02003582,E06000046,8456,2658,3190,0.8332288401253919,7045.783072100314,female,0-4,209,0.024716177861873224,0.020594232212181516
2017,E02003582,E06000046,8456,2658,3190,0.8332288401253919,7045.783072100314,male,0-4,195,0.02306054872280038,0.019214714264954046
2017,E02003588,E06000046,8372,3089,3662,0.8435281267067176,7062.01747678864,female,0-4,242,0.028905876731963688,0.024382920050528625
2017,E02003588,E06000046,8372,3089,3662,0.8435281267067176,7062.01747678864,male,0-4,273,0.03260869565217391,0.027506351957827746
2017,E02003595,E06000046,7913,2632,3253,0.8090992929603443,6402.402705195204,female,0-4,117,0.014785795526349045,0.011963176706225235
