year,ltla,ppln_ltla,total_trust_patients,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,sex,ag,ag_ppln_ltla,agf_ppln_ltla,ag_trust_factor,ltla_frac_tp,ag_ltla_frac_tp
2019,E06000006,129410,82453,8,70083,0.00011415036456772683,14.772198678709529,female,0-4,3686,0.028483115678850167,3.2513580387654827e-06,9.702497180211758e-05,2.7635734955768906e-06
2019,E06000006,129410,82453,8,70083,0.00011415036456772683,14.772198678709529,male,0-4,3894,0.030090410323777142,3.434831308451652e-06,9.702497180211758e-05,2.9195212131786248e-06
2019,E06000007,210014,82453,8,96932,8.25320843477902e-05,17.332893162216813,female,0-4,5641,0.026860114087632253,2.216821201471733e-06,9.702497180211758e-05,2.6061018119541803e-06
2019,E06000007,210014,82453,8,96932,8.25320843477902e-05,17.332893162216813,male,0-4,5955,0.028355252506975726,2.3402180916086103e-06,9.702497180211758e-05,2.7511675749312436e-06
2019,E07000118,118216,82453,661,47512,0.013912274793736319,1644.6534770163325,female,0-4,3067,0.025944034648440143,0.0003609405392873155,0.008016688295149964,0.00020798523889511522
2019,E07000118,118216,82453,661,47512,0.013912274793736319,1644.6534770163325,male,0-4,3214,0.02718752114772958,0.00037824026516773137,0.008016688295149964,0.00021795388255914586
2019,E07000119,80780,82453,8,37431,0.00021372659025941065,17.264833961155194,female,0-4,1612,0.01995543451349344,4.265006975713914e-06,9.702497180211758e-05,1.9361754709707048e-06
2019,E07000119,80780,82453,8,37431,0.00021372659025941065,17.264833961155194,male,0-4,1678,0.02077246843278039,4.439628849409396e-06,9.702497180211758e-05,2.015448163950895e-06
2019,E07000123,143135,82453,25,58564,0.00042688340960316917,61.10195683354962,female,0-4,4579,0.031990777936912705,1.3656332361567134e-05,0.0003032030368816174,9.699701022677375e-06
2019,E07000123,143135,82453,25,58564,0.00042688340960316917,61.10195683354962,male,0-4,4761,0.03326230481713068,1.4199126091596664e-05,0.0003032030368816174,1.0085231834236073e-05
2019,E07000126,110788,82453,266,44656,0.0059566463633106415,659.9249372984593,female,0-4,2850,0.025724807740910568,0.00015323358247676036,0.003226080312420409,8.299029579375172e-05
2019,E07000126,110788,82453,266,44656,0.0059566463633106415,659.9249372984593,male,0-4,2948,0.026609380077264686,0.00015850266706718934,0.003226080312420409,8.584399719297546e-05
2019,E07000127,114306,82453,30951,53797,0.5753294793389966,65763.61146532334,female,0-4,2658,0.02325337252637657,0.013378350708475959,0.3753774877809176,0.008728792561385045
2019,E07000127,114306,82453,30951,53797,0.5753294793389966,65763.61146532334,male,0-4,2865,0.025064301086557137,0.014420231294124765,0.3753774877809176,0.009408574374856342
2019,E07000128,112091,82453,8,52402,0.00015266592878134422,17.112476623029654,female,0-4,2336,0.020840210186366434,3.1815900441000626e-06,9.702497180211758e-05,2.022020805682407e-06
2019,E07000128,112091,82453,8,52402,0.00015266592878134422,17.112476623029654,male,0-4,2543,0.022686924017093255,3.4635203262613264e-06,9.702497180211758e-05,2.201198163035257e-06
2019,E08000009,237354,82453,8,99409,8.047561086018369e-05,19.10120814010804,female,0-4,7070,0.029786732054231234,2.3971054575928728e-06,9.702497180211758e-05,2.890056837639017e-06
2019,E08000009,237354,82453,8,99409,8.047561086018369e-05,19.10120814010804,male,0-4,7251,0.03054930609974974,2.458474069732096e-06,9.702497180211758e-05,2.964045562902477e-06
2019,E08000010,328662,82453,861,152017,0.005663840228395508,1861.4890571449246,female,0-4,8856,0.02694561586067145,0.00015261566309056302,0.010442312590202903,0.0002813745437526605
2019,E08000010,328662,82453,861,152017,0.005663840228395508,1861.4890571449246,male,0-4,9486,0.028862478777589132,0.00016347246839172093,0.010442312590202903,0.0003013910255236831
2019,E08000011,150862,82453,2095,87671,0.023896157224167627,3605.0220711523766,female,0-4,4960,0.0328777293155334,0.0007856513888976112,0.02540841449067954,0.0008353709739614383
2019,E08000011,150862,82453,2095,87671,0.023896157224167627,3605.0220711523766,male,0-4,5275,0.03496573027004812,0.0008355465879909071,0.02540841449067954,0.0008884237676706829
2019,E08000012,498042,82453,817,250086,0.003266876194589061,1627.0415537055253,female,0-4,14253,0.028618068355680846,9.349168624629627e-05,0.009908675245291257,0.00028356714548398784
2019,E08000012,498042,82453,817,250086,0.003266876194589061,1627.0415537055253,male,0-4,15256,0.030631954734741246,0.00010007080371665586,0.009908675245291257,0.0003035220915950129
2019,E08000013,180585,82453,373,91377,0.004081989997482955,737.1461636954594,female,0-4,4839,0.026796245535343467,0.00010938200624536932,0.0045237893102737315,0.00012122056910825698
2019,E08000013,180585,82453,373,91377,0.004081989997482955,737.1461636954594,male,0-4,5257,0.029110944984356398,0.00011883058624341942,0.0045237893102737315,0.00013169178173219818
2019,E08000014,276410,82453,46364,145525,0.31859817900704346,88063.72265933688,female,0-4,6887,0.024915885821786478,0.007938155851168584,0.5623082240791724,0.014010407507808185
2019,E08000014,276410,82453,46364,145525,0.31859817900704346,88063.72265933688,male,0-4,7279,0.026334068955537065,0.008389986415080024,0.5623082240791724,0.014807863547166513
2019,E06000006,129410,82453,8,70083,0.00011415036456772683,14.772198678709529,female,5-9,4140,0.03199134533652732,3.651823733176641e-06,9.702497180211758e-05,3.1039593791883687e-06
2019,E06000006,129410,82453,8,70083,0.00011415036456772683,14.772198678709529,male,5-9,4343,0.03356000309095124,3.830886587726123e-06,9.702497180211758e-05,3.2561583535785225e-06
