msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02006911,E07000135,15737,9,4298,0.0020939972080037225,32.95323406235458,female,0-4,324,0.020588422189743917,4.311209858252565e-05
E02006911,E07000135,15737,9,4298,0.0020939972080037225,32.95323406235458,male,0-4,363,0.02306665819406494,4.830151785634817e-05
E02006218,E07000199,8032,53,3485,0.015208034433285509,122.1509325681492,female,0-4,236,0.029382470119521914,0.0004468496173126718
E02006218,E07000199,8032,53,3485,0.015208034433285509,122.1509325681492,male,0-4,229,0.028510956175298804,0.00043359560323983834
E02006224,E07000199,7730,112,2714,0.04126750184229919,318.99778924097274,female,0-4,253,0.032729624838292365,0.0013506698533119915
E02006224,E07000199,7730,112,2714,0.04126750184229919,318.99778924097274,male,0-4,240,0.031047865459249677,0.0012812678450390433
E02006220,E07000199,7450,60,2940,0.02040816326530612,152.0408163265306,female,0-4,224,0.03006711409395973,0.000613614573346117
E02006220,E07000199,7450,60,2940,0.02040816326530612,152.0408163265306,male,0-4,260,0.0348993288590604,0.0007122312012053143
E02006222,E07000199,6862,47,2796,0.016809728183118742,115.34835479256081,female,0-4,244,0.03555814631302827,0.0005977227742175711
E02006222,E07000199,6862,47,2796,0.016809728183118742,115.34835479256081,male,0-4,238,0.03468376566598659,0.000583024673212221
E02006219,E07000199,7877,54,2824,0.019121813031161474,150.62252124645894,female,0-4,257,0.03262663450552241,0.000623880404850641
E02006219,E07000199,7877,54,2824,0.019121813031161474,150.62252124645894,male,0-4,241,0.030595404341754475,0.0005850396014358151
E02006225,E07000199,7339,198,2668,0.07421289355322339,544.6484257871065,female,0-4,208,0.028341735931325794,0.0021033222317850477
E02006225,E07000199,7339,198,2668,0.07421289355322339,544.6484257871065,male,0-4,221,0.030113094427033655,0.002234779871271613
E02006221,E07000199,6159,35,2030,0.017241379310344827,106.1896551724138,female,0-4,145,0.02354278291930508,0.00040591005033284623
E02006221,E07000199,6159,35,2030,0.017241379310344827,106.1896551724138,male,0-4,230,0.037343724630621855,0.0006438573212176182
E02006217,E07000199,8800,32,3586,0.008923591745677636,78.52760736196319,female,0-4,189,0.021477272727272727,0.0001916544136287583
E02006217,E07000199,8800,32,3586,0.008923591745677636,78.52760736196319,male,0-4,182,0.020681818181818183,0.0001845561020128784
E02006157,E07000194,7214,25,2676,0.009342301943198805,67.39536621823618,female,0-4,163,0.022594954255614082,0.00021108888504871155
E02006157,E07000194,7214,25,2676,0.009342301943198805,67.39536621823618,male,0-4,208,0.02883282506237871,0.0002693649576081718
E02006226,E07000199,9719,192,3642,0.05271828665568369,512.3690280065898,female,0-4,376,0.03868710772713242,0.0020395180350382828
E02006226,E07000199,9719,192,3642,0.05271828665568369,512.3690280065898,male,0-4,408,0.041979627533696884,0.002213094038020264
E02006153,E07000194,7084,11,2605,0.004222648752399232,29.91324376199616,female,0-4,145,0.0204686617730096,8.643196909908085e-05
E02006153,E07000194,7084,11,2605,0.004222648752399232,29.91324376199616,male,0-4,177,0.024985883681535856,0.00010550661055542972
E02006471,E07000218,6946,947,2664,0.3554804804804805,2469.1674174174173,female,0-4,130,0.018715807659084364,0.006653104299231567
E02006471,E07000218,6946,947,2664,0.3554804804804805,2469.1674174174173,male,0-4,134,0.019291678663979267,0.006857815200746384
E02006492,E07000220,11304,507,3765,0.1346613545816733,1522.211952191235,female,0-4,348,0.03078556263269639,0.0041456255656778405
E02006492,E07000220,11304,507,3765,0.1346613545816733,1522.211952191235,male,0-4,337,0.02981245576786978,0.004014585677107564
E02002856,E06000016,11589,10,2943,0.0033978933061501867,39.37818552497451,female,0-4,272,0.023470532401415136,7.975036493854955e-05
E02002856,E06000016,11589,10,2943,0.0033978933061501867,39.37818552497451,male,0-4,232,0.020018983518854085,6.80223700946452e-05
E02001999,E08000026,9387,41,2257,0.018165706690296855,170.52148870181657,female,0-4,105,0.011185682326621925,0.00020319582427625119
E02001999,E08000026,9387,41,2257,0.018165706690296855,170.52148870181657,male,0-4,132,0.014062000639181848,0.00025544617909014435
E02002105,E08000029,7777,22,2797,0.007865570253843403,61.170539864140146,female,0-4,157,0.020187733059020187,0.00015878803264156028
E02002105,E08000029,7777,22,2797,0.007865570253843403,61.170539864140146,male,0-4,190,0.02443101453002443,0.00019216386115857614
E02006520,E07000222,8317,13,2835,0.004585537918871252,38.137918871252204,female,0-4,198,0.02380666105566911,0.00010916634699248622
E02006520,E07000222,8317,13,2835,0.004585537918871252,38.137918871252204,male,0-4,213,0.025610195984128892,0.0001174365247949473
E02006523,E07000222,11552,17,3581,0.004747277296844457,54.84054733314717,female,0-4,248,0.02146814404432133,0.00010191523282699319
E02006523,E07000222,11552,17,3581,0.004747277296844457,54.84054733314717,male,0-4,275,0.023805401662049863,0.00011301084285251263
E02006521,E07000222,7366,8,2791,0.002866356144750985,21.113579362235757,female,0-4,175,0.023757806136301927,6.809833360459169e-05
E02006521,E07000222,7366,8,2791,0.002866356144750985,21.113579362235757,male,0-4,187,0.025386912842791202,7.276793362319227e-05
E02006519,E07000222,7561,11,2725,0.004036697247706422,30.521467889908255,female,0-4,159,0.02102896442269541,8.488756280721083e-05
E02006519,E07000222,7561,11,2725,0.004036697247706422,30.521467889908255,male,0-4,219,0.02896442269541066,0.00011692060537596963
E02006508,E07000221,9563,10,3446,0.002901915264074289,27.751015670342426,female,0-4,246,0.025724145142737635,7.464928944497283e-05
E02006508,E07000221,9563,10,3446,0.002901915264074289,27.751015670342426,male,0-4,241,0.025201296664226706,7.313202746438395e-05
E02006525,E07000222,13154,8,4404,0.0018165304268846503,23.89464123524069,female,0-4,345,0.02622776341797172,4.7643530277877785e-05
E02006525,E07000222,13154,8,4404,0.0018165304268846503,23.89464123524069,male,0-4,349,0.02653185342861487,4.819591903472274e-05
E02006528,E07000222,11269,9,3682,0.0024443237370994023,27.545084193373164,female,0-4,340,0.03017126630579466,7.374834240960128e-05
E02006528,E07000222,11269,9,3682,0.0024443237370994023,27.545084193373164,male,0-4,360,0.03194604667672375,7.808648019840134e-05
E02006503,E07000220,7786,24,2800,0.008571428571428572,66.73714285714286,female,0-4,162,0.02080657590547136,0.0001783420791897545
E02006503,E07000220,7786,24,2800,0.008571428571428572,66.73714285714286,male,0-4,168,0.021577189827896224,0.00018494734138196765
E02006495,E07000220,7584,28,2547,0.01099332548095799,83.3733804475854,female,0-4,178,0.0234704641350211,0.0002580184514254381
E02006495,E07000220,7584,28,2547,0.01099332548095799,83.3733804475854,male,0-4,197,0.02597573839662447,0.00028555974680231065
E02001993,E08000026,7396,45,2652,0.016968325791855202,125.49773755656108,female,0-4,214,0.02893455922120065,0.0004909710275090608
E02001993,E08000026,7396,45,2652,0.016968325791855202,125.49773755656108,male,0-4,289,0.03907517577068686,0.0006630403128510213
E02002097,E08000029,6591,35,2581,0.013560635412630763,89.37814800464936,female,0-4,161,0.024427249279320284,0.00033124902161030994
E02002097,E08000029,6591,35,2581,0.013560635412630763,89.37814800464936,male,0-4,153,0.02321347291761493,0.00031478944289675415
E02001998,E08000026,5938,29,1883,0.015400955921402018,91.45087626128519,female,0-4,137,0.023071741327046143,0.00035532687120782696
E02001998,E08000026,5938,29,1883,0.015400955921402018,91.45087626128519,male,0-4,133,0.022398113843044798,0.0003449523640192773
E02005382,E07000132,10253,664,3045,0.2180623973727422,2235.7937602627258,female,0-4,339,0.03306349361162587,0.0072099046824694825
E02005382,E07000132,10253,664,3045,0.2180623973727422,2235.7937602627258,male,0-4,361,0.0352092070613479,0.007677804101390805
E02001970,E08000026,5582,49,2240,0.021875,122.10624999999999,female,0-4,190,0.03403797921891795,0.0007445807954138301
E02001970,E08000026,5582,49,2240,0.021875,122.10624999999999,male,0-4,206,0.03690433536366894,0.000807282336080258
E02006469,E07000218,8812,2009,3313,0.6063990341080592,5343.588288560218,female,0-4,265,0.030072628234226056,0.018236012714325428
E02006469,E07000218,8812,2009,3313,0.6063990341080592,5343.588288560218,male,0-4,305,0.03461189287335452,0.020988618407053797
E02006468,E07000218,10565,2069,3866,0.5351784790481118,5654.160631143301,female,0-4,252,0.02385234264079508,0.012765260456235132
E02006468,E07000218,10565,2069,3866,0.5351784790481118,5654.160631143301,male,0-4,259,0.024514907714150498,0.013119851024463886
E02006482,E07000219,6730,1875,2595,0.7225433526011561,4862.71676300578,female,0-4,220,0.03268945022288262,0.023619544958730216
E02006482,E07000219,6730,1875,2595,0.7225433526011561,4862.71676300578,male,0-4,221,0.03283803863298663,0.023726906526724444
E02001962,E08000026,6214,68,2279,0.0298376480912681,185.41114523913996,female,0-4,342,0.05503701319600901,0.0016421750317369955
E02001962,E08000026,6214,68,2279,0.0298376480912681,185.41114523913996,male,0-4,290,0.046668812359188926,0.0013924876000109025
E02001961,E08000026,7656,86,2991,0.028752925442995653,220.1323971915747,female,0-4,341,0.04454022988505747,0.0012806619090989443
E02001961,E08000026,7656,86,2991,0.028752925442995653,220.1323971915747,male,0-4,347,0.0453239289446186,0.0013031955497282512
E02005376,E07000131,9373,98,3140,0.031210191082802548,292.5331210191083,female,0-4,205,0.0218713325509442,0.0006826084681504878
E02005376,E07000131,9373,98,3140,0.031210191082802548,292.5331210191083,male,0-4,267,0.02848607702976635,0.0008890559072984403
E02006487,E07000219,6662,2019,2941,0.6865011900714043,4573.470928255695,female,0-4,185,0.027769438607024917,0.019063752651337404
E02006487,E07000219,6662,2019,2941,0.6865011900714043,4573.470928255695,male,0-4,184,0.02761933353347343,0.018960705339708554
E02006489,E07000219,8055,1761,3133,0.5620810724545164,4527.56303862113,female,0-4,317,0.0393544382371198,0.022120384850165327
E02006489,E07000219,8055,1761,3133,0.5620810724545164,4527.56303862113,male,0-4,326,0.04047175667287399,0.022748408394807244
E02006479,E07000219,8852,2506,3379,0.7416395383249482,6564.993193252441,female,0-4,337,0.03807049254405784,0.028234582514178437
E02006479,E07000219,8852,2506,3379,0.7416395383249482,6564.993193252441,male,0-4,321,0.03626299141436964,0.02689406821083466
E02006481,E07000219,6909,2097,2906,0.7216104611149347,4985.606675843083,female,0-4,240,0.03473729917498915,0.025066798475551356
E02006481,E07000219,6909,2097,2906,0.7216104611149347,4985.606675843083,male,0-4,273,0.03951367781155015,0.028513483265939665
E02006478,E07000219,8151,1984,2853,0.6954083420960393,5668.273396424816,female,0-4,297,0.03643724696356275,0.025338765501475114
E02006478,E07000219,8151,1984,2853,0.6954083420960393,5668.273396424816,male,0-4,308,0.037786774628879895,0.02627723829782605
E02006480,E07000219,7510,2176,2972,0.7321668909825033,5498.5733512786,female,0-4,272,0.036218375499334224,0.02651789538578441
E02006480,E07000219,7510,2176,2972,0.7321668909825033,5498.5733512786,male,0-4,261,0.03475366178428762,0.025445480498859304
E02006470,E07000218,10983,2886,4093,0.705106279012949,7744.182262399218,female,0-4,300,0.027314941272876262,0.019259936602375006
E02006470,E07000218,10983,2886,4093,0.705106279012949,7744.182262399218,male,0-4,327,0.029773285987435127,0.020993330896588756
E02006483,E07000219,7901,2426,3365,0.7209509658246657,5696.233580980684,female,0-4,288,0.03645108214150108,0.026279442875269423
E02006483,E07000219,7901,2426,3365,0.7209509658246657,5696.233580980684,male,0-4,323,0.04088090115175294,0.02947312516913897
E02006486,E07000219,7006,1824,2741,0.6654505654870485,4662.146661802261,female,0-4,208,0.029688838138738224,0.019756454128076806
E02006486,E07000219,7006,1824,2741,0.6654505654870485,4662.146661802261,male,0-4,217,0.030973451327433628,0.02061130070092628
E02006488,E07000219,6150,1480,2472,0.598705501618123,3682.0388349514565,female,0-4,117,0.01902439024390244,0.011390007103954535
E02006488,E07000219,6150,1480,2472,0.598705501618123,3682.0388349514565,male,0-4,132,0.021463414634146343,0.012850264424974348
E02001966,E08000026,6847,81,2573,0.03148076175670424,215.5487757481539,female,0-4,342,0.04994888272236016,0.0015724288769961806
E02001966,E08000026,6847,81,2573,0.03148076175670424,215.5487757481539,male,0-4,406,0.05929604206221703,0.0018666845732761678
E02001964,E08000026,8098,88,3406,0.025836758661186142,209.2260716382854,female,0-4,445,0.05495183996048407,0.0014197774270471514
E02001964,E08000026,8098,88,3406,0.025836758661186142,209.2260716382854,male,0-4,406,0.050135836008891085,0.0012953474952385247
E02006485,E07000219,6795,1620,2418,0.6699751861042184,4552.4813895781635,female,0-4,128,0.0188373804267844,0.012620577457150839
E02006485,E07000219,6795,1620,2418,0.6699751861042184,4552.4813895781635,male,0-4,127,0.018690213392200148,0.012521979195766848
E02006476,E07000219,7588,2335,3185,0.7331240188383046,5562.945054945055,female,0-4,331,0.04362150764364787,0.03197997499149695
E02006476,E07000219,7588,2335,3185,0.7331240188383046,5562.945054945055,male,0-4,312,0.04111755403268318,0.030144266457241834
E02006472,E07000218,8935,2421,3493,0.693100486687661,6192.852848554251,female,0-4,245,0.027420257414661444,0.019004993759202792
E02006472,E07000218,8935,2421,3493,0.693100486687661,6192.852848554251,male,0-4,266,0.029770565193060997,0.02063399322427732
E02006806,E07000219,8007,1575,3400,0.4632352941176471,3709.125,female,0-4,236,0.02947421006619208,0.013653494368897803
E02006806,E07000219,8007,1575,3400,0.4632352941176471,3709.125,male,0-4,242,0.03022355438990883,0.014000617107090121
E02005621,E07000151,7924,8,2933,0.002727582679849983,21.613365155131262,female,0-4,143,0.018046441191317517,4.922316042636895e-05
E02005621,E07000151,7924,8,2933,0.002727582679849983,21.613365155131262,male,0-4,148,0.01867743563856638,5.0944249951766464e-05
E02001959,E08000026,6252,238,2343,0.10157917200170721,635.0729833546735,female,0-4,184,0.02943058221369162,0.002989534172794966
E02001959,E08000026,6252,238,2343,0.10157917200170721,635.0729833546735,male,0-4,167,0.026711452335252718,0.0027133272111780397
E02001978,E08000026,6615,50,2253,0.022192632046160676,146.80426098535287,female,0-4,216,0.0326530612244898,0.0007246573729358589
E02001978,E08000026,6615,50,2253,0.022192632046160676,146.80426098535287,male,0-4,239,0.03613000755857899,0.0008018199635725475
E02006473,E07000218,9900,989,3858,0.2563504406428201,2537.8693623639188,female,0-4,244,0.024646464646464646,0.006318132072408899
E02006473,E07000218,9900,989,3858,0.2563504406428201,2537.8693623639188,male,0-4,239,0.02414141414141414,0.006188662152892323
E02006475,E07000219,7353,1946,2765,0.7037974683544304,5175.022784810127,female,0-4,148,0.020127838977288183,0.01416592211566105
E02006475,E07000219,7353,1946,2765,0.7037974683544304,5175.022784810127,male,0-4,135,0.01835985312117503,0.012921618146042172
E02001985,E08000026,8607,35,2178,0.016069788797061526,138.31267217630855,female,0-4,197,0.02288834669455095,0.00036781089729535503
E02001985,E08000026,8607,35,2178,0.016069788797061526,138.31267217630855,male,0-4,232,0.026954804229115836,0.00043315801102803233
E02001981,E08000026,12009,76,4043,0.018797922334899828,225.74424931981204,female,0-4,557,0.046381880256474314,0.0008718829828078279
E02001981,E08000026,12009,76,4043,0.018797922334899828,225.74424931981204,male,0-4,590,0.04912981930219002,0.0009235385275702305
E02001958,E08000026,7654,238,2811,0.08466737815723942,648.0441124155105,female,0-4,261,0.034099817089103736,0.002887142108575841
E02001958,E08000026,7654,238,2811,0.08466737815723942,648.0441124155105,male,0-4,335,0.04376796446302587,0.003705718798363627
E02001973,E08000026,8347,75,3136,0.02391581632653061,199.62531887755102,female,0-4,335,0.04013417994489038,0.0009598416759779268
E02001973,E08000026,8347,75,3136,0.02391581632653061,199.62531887755102,male,0-4,392,0.04696298071163292,0.0011231580208458127
E02006477,E07000219,6995,1742,2548,0.6836734693877551,4782.2959183673465,female,0-4,119,0.017012151536812008,0.011630756662922495
E02006477,E07000219,6995,1742,2548,0.6836734693877551,4782.2959183673465,male,0-4,142,0.02030021443888492,0.013878718034747852
E02001965,E08000026,8061,81,3128,0.02589514066496164,208.74072890025576,female,0-4,261,0.0323781168589505,0.0008384358905290891
E02001965,E08000026,8061,81,3128,0.02589514066496164,208.74072890025576,male,0-4,291,0.03609973948641608,0.0009348078319692144
E02001972,E08000026,10301,93,3875,0.024,247.22400000000002,female,0-4,572,0.055528589457334236,0.0013326861469760217
E02001972,E08000026,10301,93,3875,0.024,247.22400000000002,male,0-4,647,0.0628094359770896,0.0015074264634501505
E02001976,E08000026,7223,35,2788,0.012553802008608322,90.6761119081779,female,0-4,230,0.03184272462965527,0.00039974726041532797
E02001976,E08000026,7223,35,2788,0.012553802008608322,90.6761119081779,male,0-4,299,0.04139554201855185,0.0005196714385399264
E02001987,E08000026,5890,28,1536,0.018229166666666668,107.36979166666667,female,0-4,131,0.022241086587436332,0.0004054364742501415
E02001987,E08000026,5890,28,1536,0.018229166666666668,107.36979166666667,male,0-4,149,0.025297113752122243,0.00046114530277306177
E02001969,E08000026,6522,88,2583,0.034068912117692605,222.19744483159118,female,0-4,238,0.036491873658387,0.0012432384366775284
E02001969,E08000026,6522,88,2583,0.034068912117692605,222.19744483159118,male,0-4,279,0.042778288868445265,0.0014574097640043296
E02006805,E08000026,8371,269,3068,0.08767926988265971,733.9631681877445,female,0-4,385,0.045992115637319315,0.004032555119439014
E02006805,E08000026,8371,269,3068,0.08767926988265971,733.9631681877445,male,0-4,409,0.04885915661211325,0.004283935178832615
E02001975,E08000026,8036,47,2715,0.01731123388581952,139.11307550644568,female,0-4,264,0.03285216525634644,0.0005687115164082073
E02001975,E08000026,8036,47,2715,0.01731123388581952,139.11307550644568,male,0-4,296,0.03683424589347934,0.0006376462456698081
E02006474,E07000218,6065,1302,2410,0.5402489626556016,3276.609958506224,female,0-4,167,0.027535037098103874,0.014875775228934126
E02006474,E07000218,6065,1302,2410,0.5402489626556016,3276.609958506224,male,0-4,154,0.02539159109645507,0.013717780750035062
E02001971,E08000026,5955,87,2131,0.04082590333176912,243.11825434068513,female,0-4,208,0.03492863140218304,0.0014259929291365202
E02001971,E08000026,5955,87,2131,0.04082590333176912,243.11825434068513,male,0-4,217,0.0364399664147775,0.0014876945462626197
E02001968,E08000026,7335,117,2630,0.04448669201520913,326.30988593155894,female,0-4,325,0.04430811179277437,0.001971121323100609
E02001968,E08000026,7335,117,2630,0.04448669201520913,326.30988593155894,male,0-4,348,0.047443762781186095,0.0021106160628892676
E02001984,E08000026,9099,55,3286,0.016737674984783932,152.296104686549,female,0-4,302,0.033190460490163755,0.0005555311402796734
E02001984,E08000026,9099,55,3286,0.016737674984783932,152.296104686549,male,0-4,303,0.033300362677217275,0.0005573706473666921
E02001977,E08000026,9299,76,3152,0.024111675126903553,224.21446700507613,female,0-4,337,0.036240455963006776,0.000873818100630874
E02001977,E08000026,9299,76,3152,0.024111675126903553,224.21446700507613,male,0-4,352,0.037853532637918054,0.0009127120813711205
E02006496,E07000220,6989,36,2120,0.016981132075471698,118.6811320754717,female,0-4,265,0.037916726284160825,0.0006438689369008441
E02006496,E07000220,6989,36,2120,0.016981132075471698,118.6811320754717,male,0-4,290,0.04149377593360996,0.0007046112894386596
E02001992,E08000026,9802,54,3941,0.013702106064450647,134.30804364374524,female,0-4,442,0.04509283819628647,0.0006178668517126286
E02001992,E08000026,9802,54,3941,0.013702106064450647,134.30804364374524,male,0-4,481,0.04907161803713528,0.000672384515099037
E02001996,E08000026,6793,31,2982,0.01039570757880617,70.61804158283032,female,0-4,285,0.04195495362873546,0.00043615142940670666
E02001996,E08000026,6793,31,2982,0.01039570757880617,70.61804158283032,male,0-4,344,0.05064036508170175,0.0005264424270733582
E02006500,E07000220,5875,23,1881,0.012227538543328018,71.83678894205211,female,0-4,131,0.02229787234042553,0.0002726480934767609
E02006500,E07000220,5875,23,1881,0.012227538543328018,71.83678894205211,male,0-4,142,0.024170212765957447,0.0002955422081961836
E02006494,E07000220,6972,27,2504,0.010782747603833865,75.1773162939297,female,0-4,269,0.03858290304073437,0.0004160297053114329
E02006494,E07000220,6972,27,2504,0.010782747603833865,75.1773162939297,male,0-4,300,0.043029259896729774,0.00046397364904620763
E02001988,E08000026,9114,54,2334,0.02313624678663239,210.8637532133676,female,0-4,185,0.020298441957428134,0.00046962976251119074
E02001988,E08000026,9114,54,2334,0.02313624678663239,210.8637532133676,male,0-4,212,0.02326091727013386,0.0005381703224452564
E02006497,E07000220,7831,36,2462,0.01462225832656377,114.50690495532088,female,0-4,339,0.0432894904865279,0.0006329901127193358
E02006497,E07000220,7831,36,2462,0.01462225832656377,114.50690495532088,male,0-4,310,0.03958625973694292,0.0005788405160560298
E02001967,E08000026,6422,130,2526,0.05146476642913698,330.50673000791767,female,0-4,167,0.02600436001245718,0.0013383083141802982
