msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02002226,E08000032,14885,527567,42,5119,0.008204727485837077,122.1273686266849,female,0-4,539,0.03621095062143097,0.00029710098185194384
E02002226,E08000032,14885,527567,42,5119,0.008204727485837077,122.1273686266849,male,0-4,557,0.037420221699697685,0.0003070227215056266
E02002231,E08000032,12982,527567,29,5452,0.005319148936170213,69.0531914893617,female,0-4,555,0.04275150207980281,0.00022740160680746174
E02002231,E08000032,12982,527567,29,5452,0.005319148936170213,69.0531914893617,male,0-4,572,0.04406100754891388,0.00023436706143039297
E02002221,E08000032,14041,527567,50,5736,0.008716875871687587,122.39365411436542,female,0-4,718,0.05113595897728082,0.00044574580698466545
E02002221,E08000032,14041,527567,50,5736,0.008716875871687587,122.39365411436542,male,0-4,747,0.05320133893597322,0.0004637494677124584
E02005241,E07000122,5604,89655,1360,2473,0.549939344925192,3081.860088960776,female,0-4,154,0.027480371163454677,0.015112537315931401
E02005241,E07000122,5604,89655,1360,2473,0.549939344925192,3081.860088960776,male,0-4,180,0.032119914346895075,0.017664004654984754
E02005240,E07000122,5410,89655,1393,2544,0.547562893081761,2962.315251572327,female,0-4,188,0.03475046210720887,0.019028063567351396
E02005240,E07000122,5410,89655,1393,2544,0.547562893081761,2962.315251572327,male,0-4,169,0.03123844731977819,0.017105014589799926
E02004023,E07000031,6008,103501,10,2605,0.003838771593090211,23.06333973128599,female,0-4,113,0.01880825565912117,7.220059753981255e-05
E02004023,E07000031,6008,103501,10,2605,0.003838771593090211,23.06333973128599,male,0-4,118,0.019640479360852198,7.5395314245114e-05
E02005242,E07000122,6175,89655,1517,2778,0.5460763138948884,3372.021238300936,female,0-4,178,0.02882591093117409,0.015741147185957916
E02005242,E07000122,6175,89655,1517,2778,0.5460763138948884,3372.021238300936,male,0-4,167,0.027044534412955467,0.01476837966323018
E02005742,E07000163,7424,55750,434,3364,0.12901307966706302,957.7931034482758,female,0-4,148,0.01993534482758621,0.0025719202304317523
E02005742,E07000163,7424,55750,434,3364,0.12901307966706302,957.7931034482758,male,0-4,161,0.021686422413793104,0.002797832142564271
E02005243,E07000122,4949,89655,796,2540,0.31338582677165355,1550.9464566929134,female,0-4,147,0.0297029702970297,0.00930848990410852
E02005243,E07000122,4949,89655,796,2540,0.31338582677165355,1550.9464566929134,male,0-4,161,0.03253182461103253,0.010195012752118857
