year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,sex,ag,ag_ppln_ltla,agf_ppln_ltla,ag_trust_factor
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,0-4,3196,0.023066652231965645,0.01829886740149785
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,0-4,3418,0.02466890404532496,0.019569940168435433
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,5-9,3216,0.023210999242178197,0.01841337846158232
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,5-9,3578,0.025823680127025368,0.02048602864911117
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,10-14,3516,0.02537620439536646,0.020131044362849324
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,10-14,3699,0.026696979538811304,0.0211788205626222
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,15-19,3869,0.027923929125617985,0.02215216457334017
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,15-19,4368,0.03152538703042113,0.025009215522447625
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,20-24,3216,0.023210999242178197,0.01841337846158232
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,20-24,3470,0.025044206271877593,0.01986766892465505
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,25-29,3298,0.023802821984049656,0.01888287380792863
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,25-29,3463,0.0249936848183032,0.019827590053625485
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,30-34,3152,0.022749088809498032,0.01804694306931202
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,30-34,3286,0.023716213777922126,0.018814167171877953
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,35-39,3304,0.02384612608711342,0.01891722712595397
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,35-39,3211,0.023174912489625058,0.0183847506965612
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,40-44,4641,0.03349572371982245,0.026572291492600597
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,40-44,4090,0.029518963588466673,0.02341751178727353
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,45-49,5248,0.037876655479773376,0.03004770216616418
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,45-49,5014,0.036187795460286526,0.02870792276317591
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,50-54,4987,0.035992926996499586,0.028553332832061882
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,50-54,4748,0.0342679802244596,0.0271849256640525
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,55-59,4807,0.03469380390458662,0.027522733291301674
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,55-59,4608,0.03325755115297174,0.026383348243461228
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,60-64,5073,0.036613619140413556,0.029045730390425094
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,60-64,4710,0.03399372090505575,0.02696735464989201
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,65-69,5783,0.041737938002959114,0.03311087302342367
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,65-69,5482,0.03956551549926022,0.03138748156915244
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,70-74,4086,0.029490094186424162,0.023394609575256638
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,70-74,3900,0.02814766699144744,0.022329656716471094
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,75-79,3248,0.023441954458518276,0.018596596157717464
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,75-79,2942,0.02123344520226625,0.01684457693842512
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,80-84,2832,0.02043953664609722,0.01621476610796055
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,80-84,2012,0.014521309227382628,0.011519812644497395
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,85-89,1980,0.014290354011042547,0.011336594948362248
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,85-89,1112,0.008025693767817834,0.006366814940696373
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,female,90+,1416,0.01021976832304861,0.008107383053980274
2013,E06000046,138555,30827,38859,0.7933039965001673,109916.23523508068,male,90+,576,0.004157193894121468,0.0032979185304326535
